elo_diff,is_home_advantage,home_attack_strength,home_defense_strength,away_attack_strength,away_defense_strength,tournament,home_score,away_score,home_team,away_team,date
265.0,0,0.4985030936065465,0.5654979708602222,1.1612669945039051,1.426453572461672,African Cup of Nations,1.0,1.0,Zambia,Ethiopia,2013-01-21
194.0,1,1.608213906581741,0.8032776008492569,1.2016032064128257,1.8789579158316634,UNCAF Cup,1.0,1.0,Costa Rica,Guatemala,2013-01-22
18.0,0,1.2045076387838451,1.6781122371804569,1.2987626180397265,1.3852979485509607,UNCAF Cup,1.0,2.0,Nicaragua,Belize,2013-01-22
44.0,0,0.9672917307101138,1.083369197663695,1.5558814153649985,0.5179470832005101,UNCAF Cup,1.0,1.0,Panama,Honduras,2013-01-22
-4.0,0,1.4875837603468665,1.449481014321377,1.7119983921752528,0.5007034233268574,African Cup of Nations,1.0,0.0,Tunisia,Algeria,2013-01-22
139.0,1,1.00404338617547,0.7120210512804056,1.200312322544009,0.4816865417376491,African Cup of Nations,2.0,0.0,South Africa,Angola,2013-01-23
-342.0,1,2.3762624005719903,0.6673518634373045,1.4221747059933338,1.3934343751965286,King's Cup,1.0,3.0,Thailand,Finland,2013-01-23
135.0,0,1.6911026310504118,0.9237464015531901,1.5864404506437768,0.7129828326180258,African Cup of Nations,1.0,0.0,Ghana,Mali,2013-01-24
-189.0,0,0.973459589223793,1.6496399039743932,0.9679807402949142,1.1619620824556125,UNCAF Cup,1.0,3.0,Guatemala,Panama,2013-01-25
-170.0,0,0.48563630160354826,0.6676902081200955,1.7779952750590617,1.0506918663516707,African Cup of Nations,1.0,1.0,Zambia,Nigeria,2013-01-25
596.0,0,1.6474185210868058,0.523356237786043,1.2051182327317984,1.3265401369010579,UNCAF Cup,1.0,0.0,Honduras,Belize,2013-01-25
174.0,1,1.5053813446718045,0.6993754982726548,0.9250474964760679,1.3957835386406814,UNCAF Cup,1.0,0.0,Costa Rica,El Salvador,2013-01-25
261.0,0,1.1234377194214296,1.1060244347703974,1.159274337547318,1.4211842011284908,African Cup of Nations,4.0,0.0,Burkina Faso,Ethiopia,2013-01-25
227.0,0,1.6064200509315105,0.606688111513202,0.9774674492342981,1.3096539162112932,African Cup of Nations,0.0,2.0,Algeria,Togo,2013-01-26
143.0,0,2.209330349457738,1.9278131634819533,1.7117794486215538,1.5100571942677206,King's Cup,3.0,0.0,Sweden,Finland,2013-01-26
49.0,1,1.2352363493518397,0.6892104229409454,1.464527027027027,0.5393711018711018,UNCAF Cup,1.0,0.0,Costa Rica,Honduras,2013-01-27
471.0,0,0.7201949436491014,1.2937557112397198,0.9915750392688848,1.2997286877052692,UNCAF Cup,1.0,0.0,El Salvador,Belize,2013-01-27
32.0,1,1.0961550805571603,0.6198729058347776,0.7636095090730061,1.2099451399634267,African Cup of Nations,2.0,2.0,South Africa,Morocco,2013-01-27
-399.0,0,0.9957369062119367,0.7697252672892136,1.7942337280085625,0.8193190179945147,African Cup of Nations,0.0,3.0,Niger,Ghana,2013-01-28
-4.0,0,1.5116195924204505,0.9058276725062567,0.5891726115074338,0.6753116874458297,African Cup of Nations,0.0,0.0,Burkina Faso,Zambia,2013-01-29
-435.0,0,0.8605600112565077,1.3660475587448995,1.6689471163713485,0.8122049668194568,African Cup of Nations,0.0,2.0,Ethiopia,Nigeria,2013-01-29
375.0,1,1.4408113091579595,1.2786724031960663,1.1699197075527124,1.3806384228735558,Friendly,0.0,0.0,United States,Canada,2013-01-29
-223.0,0,1.2044617273843634,0.9666393778141629,1.3196663458453641,1.3374398460057748,African Cup of Nations,1.0,1.0,Togo,Tunisia,2013-01-30
84.0,1,0.5853137516688919,1.0407877169559412,0.4804778749249149,1.1097910965761195,Friendly,1.0,0.0,Qatar,Lebanon,2013-01-31
341.0,1,0.5998279886964001,1.7311094729082197,0.7942235313369334,2.0364915725740467,Friendly,5.0,0.0,Jordan,Indonesia,2013-01-31
212.0,0,0.9864526484751204,0.6753772070626003,0.9203960131112449,1.3011572680446852,Friendly,0.0,0.0,Uzbekistan,Azerbaijan,2013-02-01
12.0,1,0.9949877907723943,0.8187250996015937,1.467870419543282,0.818441317047265,African Cup of Nations,1.0,1.0,South Africa,Mali,2013-02-02
190.0,0,1.2986297499646844,0.7002401469134059,1.2037805126810361,0.966750526959951,African Cup of Nations,1.0,0.0,Burkina Faso,Togo,2013-02-03
322.0,0,1.6134040136312002,1.378518238041146,0.6026655041414959,2.5269975711527684,Friendly,1.0,1.0,Armenia,Luxembourg,2013-02-05
71.0,1,2.108385658118655,1.1827944369461887,1.4131214478839045,1.4842465375489708,Friendly,1.0,1.0,Netherlands,Italy,2013-02-06
-197.0,0,1.1802771664783203,1.0170701243085707,1.4227173034745468,1.2056446958328524,Friendly,0.0,2.0,Norway,Ukraine,2013-02-06
105.0,1,0.7790047716428085,0.9171779141104295,1.2971448713429679,1.1012336975678534,AFC Asian Cup qualification,1.0,0.0,Oman,Syria,2013-02-06
-5.0,1,1.277489818585709,1.0457855115389363,1.3493532926268794,0.5777033681307859,FIFA World Cup qualification,2.0,2.0,Panama,Costa Rica,2013-02-06
95.0,1,1.3942509932227156,0.8894017293760225,1.4947169391613837,0.9456678901123345,Friendly,2.0,3.0,Portugal,Ecuador,2013-02-06
296.0,1,0.6734328358208955,1.034228855721393,1.0750452079566004,1.2281768864047344,AFC Asian Cup qualification,2.0,0.0,Qatar,Malaysia,2013-02-06
-11.0,0,1.9593738579607747,1.2089779510293581,1.7022368151036322,1.2451604076886245,Friendly,3.0,2.0,Romania,Australia,2013-02-06
-101.0,1,0.7538091419406576,1.360282860683823,1.4995870560852917,0.3799084015316465,Friendly,2.0,2.0,Rwanda,Uganda,2013-02-06
231.0,1,1.1625310926409027,1.779530425286659,0.6482469512195121,1.7305640243902438,Friendly,1.0,0.0,Scotland,Estonia,2013-02-06
-119.0,1,1.395112624723666,1.7039493338113163,1.9366230677764567,1.3093935790725326,Friendly,0.0,3.0,Slovenia,Bosnia and Herzegovina,2013-02-06
-211.0,1,2.219010372385649,1.7379130533356004,2.3576042278332356,1.0508727913308067,Friendly,2.0,3.0,Sweden,Argentina,2013-02-06
-20.0,1,0.24662276258020938,2.0311550151975686,0.2439721174722889,1.8947548851559821,Friendly,0.0,1.0,Nepal,Pakistan,2013-02-06
-303.0,1,1.6679865082856724,1.039375274967004,1.301590891955063,1.140013571590138,Friendly,1.0,0.0,Tanzania,Cameroon,2013-02-06
-232.0,1,2.216761022473838,1.0735975295934121,1.537111157924303,0.915314935748894,AFC Asian Cup qualification,1.0,3.0,Thailand,Kuwait,2013-02-06
472.0,1,0.9864526484751204,0.5829213483146067,0.634464341815897,2.186773484134464,AFC Asian Cup qualification,0.0,0.0,Uzbekistan,Hong Kong,2013-02-06
-433.0,1,0.9400222434064188,0.8575627581823959,2.5047992429363255,0.9182776801405975,AFC Asian Cup qualification,1.0,2.0,Vietnam,United Arab Emirates,2013-02-06
-108.0,1,0.994382666513814,1.716725897053766,1.7669553549646255,1.6192363991217371,Friendly,2.0,1.0,Wales,Austria,2013-02-06
-287.0,0,0.39576979180480043,1.8929187110462804,0.9072401152134066,1.131644409531291,AFC Asian Cup qualification,0.0,2.0,Yemen,Bahrain,2013-02-06
-81.0,1,1.0152335571438886,1.1785430654826365,0.7012255949836113,1.8295567906512755,Friendly,2.0,1.0,Zimbabwe,Botswana,2013-02-06
-223.0,1,1.7222919937205652,1.0273940345368917,0.8032478632478632,1.2591452991452992,Friendly,0.0,2.0,Trinidad and Tobago,Peru,2013-02-06
188.0,0,2.434457373545476,0.27891237235810973,1.1587168290225058,1.7878736983540477,Friendly,3.0,1.0,Spain,Uruguay,2013-02-06
252.0,1,2.0132425742574256,0.39412128712871286,1.1689666342727567,1.0266277939747328,FIFA World Cup qualification,0.0,0.0,Mexico,Jamaica,2013-02-06
-158.0,0,1.5814916204847433,0.7064832743540095,1.9024269789755892,0.7156765909411599,African Cup of Nations,1.0,4.0,Mali,Nigeria,2013-02-06
-176.0,1,1.4617729070747683,0.42967382141235977,1.3621886744378622,0.8010701318555322,FIFA World Cup qualification,2.0,1.0,Honduras,United States,2013-02-06
230.0,1,1.5866651713116133,0.917905007570235,0.8496121189908985,1.3266752183739539,Friendly,2.0,1.0,Belgium,Slovakia,2013-02-06
-151.0,0,1.397861644126602,0.4065000354032429,2.0861179027438195,0.6249660418364574,African Cup of Nations,1.0,1.0,Burkina Faso,Ghana,2013-02-06
-179.0,1,0.6473706352545225,1.564493058477072,0.7447092151308116,0.7283786035660723,Friendly,0.0,1.0,Myanmar,Philippines,2013-02-06
244.0,0,1.6444342226310948,1.5799793008279668,1.3546187228766273,1.1141420403664668,Friendly,2.0,1.0,Chile,Egypt,2013-02-06
-329.0,1,0.6979599205632786,2.1320334597099357,1.1511963934805225,1.2717026933302509,Friendly,1.0,3.0,Cyprus,Serbia,2013-02-06
-199.0,1,1.533155421477055,1.0720543017926554,2.4434749413753614,1.1612586573594372,Friendly,2.0,1.0,England,Brazil,2013-02-06
-205.0,1,0.9476551650464694,0.9330733895951288,1.9347141673570836,1.4503728251864125,Friendly,1.0,2.0,France,Germany,2013-02-06
-7.0,1,1.400702673733103,0.9785624962782111,2.091906474820144,1.2489208633093525,Friendly,0.0,0.0,Greece,Switzerland,2013-02-06
-168.0,1,0.8294841653989766,1.5074678467708478,0.7483316298923827,2.700535080863344,Friendly,0.0,0.0,Malta,Northern Ireland,2013-02-06
99.0,0,1.4735584480915551,1.2508960573476702,1.058802287089979,1.7287390911826663,Friendly,1.0,1.0,Hungary,Belarus,2013-02-06
-304.0,0,1.3714052492779103,1.6679643350496045,1.5060226735947095,0.5266296646197449,Friendly,0.0,2.0,Iceland,Russia,2013-02-06
-205.0,1,0.8151648188109234,1.9008110722523996,0.9775220040622884,1.320988490182803,Friendly,2.0,4.0,India,Palestine,2013-02-06
349.0,1,0.9985801217038539,0.5835699797160243,0.4849444257325699,1.1108117211182216,AFC Asian Cup qualification,5.0,0.0,Iran,Lebanon,2013-02-06
290.0,0,1.1754966887417218,0.7278807947019867,0.7947437366955952,1.3877517602750942,AFC Asian Cup qualification,1.0,0.0,Iraq,Indonesia,2013-02-06
-43.0,1,1.4568097846859474,1.8228436743534209,1.59397675463944,1.6276889488216786,Friendly,2.0,1.0,Israel,Finland,2013-02-06
283.0,1,1.7132679778359619,0.8039335078852828,1.0334479524851516,1.5047202250703344,Friendly,3.0,0.0,Japan,Latvia,2013-02-06
318.0,1,1.013432645785587,1.1059969442322384,1.555897173114698,0.6622256383978137,AFC Asian Cup qualification,4.0,0.0,Jordan,Singapore,2013-02-06
-174.0,0,1.0688860066291972,1.0493586972186193,1.581231712414658,0.7207050299568065,Friendly,3.0,0.0,Kenya,Libya,2013-02-06
-188.0,1,0.8786555029729402,1.1911175828176193,1.1865776909722223,1.8261176215277777,Friendly,3.0,0.0,North Macedonia,Denmark,2013-02-06
260.0,0,0.73343756107094,1.1042277376066705,0.25834096558942826,3.242378647128091,Friendly,1.0,0.0,Azerbaijan,Liechtenstein,2013-02-06
31.0,1,0.8724845077620903,0.891202964287996,0.727965727965728,1.0036540036540036,Friendly,1.0,2.0,Albania,Georgia,2013-02-06
-135.0,0,1.4765399737876803,1.0500655307994757,2.1100930167985563,0.6166874913230599,African Cup of Nations,3.0,1.0,Mali,Ghana,2013-02-09
-20.0,1,0.1709718132099285,2.0275978123685316,0.3151847634820412,1.7162819583894007,Friendly,0.0,1.0,Nepal,Pakistan,2013-02-09
174.0,0,2.210821671054455,0.8110018013024802,1.5033307622186383,0.4122431807026155,African Cup of Nations,1.0,0.0,Nigeria,Burkina Faso,2013-02-10
146.0,1,1.0485444657709533,2.106845809341011,0.3741367893292971,1.568536562293066,Friendly,1.0,1.0,Maldives,Pakistan,2013-02-12
146.0,1,0.895415932040391,2.1091521077095687,0.4920293398533007,1.3096332518337408,Friendly,3.0,0.0,Maldives,Pakistan,2013-02-14
183.0,1,0.9110512129380054,1.5832742232940842,0.0,1.872247436543957,Friendly,0.0,2.0,Gambia,Mauritania,2013-02-27
-58.0,0,1.31900878293601,1.2302383939774153,0.5988583800807007,2.388150772561756,AFC Challenge Cup qualification,1.0,0.0,Afghanistan,Sri Lanka,2013-03-02
414.0,1,0.537603021978022,1.5759787087912087,0.26727352489581047,5.2898661987277915,AFC Challenge Cup qualification,5.0,0.0,Myanmar,Guam,2013-03-02
183.0,1,0.9142287707310128,1.6686596910812157,0.37080651786936875,1.5251266602765987,Friendly,0.0,0.0,Gambia,Mauritania,2013-03-02
25.0,1,1.3528236316246742,2.5458731537793224,0.7526881720430108,1.2526881720430108,AFC Challenge Cup qualification,1.0,1.0,Laos,Mongolia,2013-03-02
333.0,0,1.3071995543796129,1.5094694332265701,0.7808601750139639,1.692329175200149,AFC Challenge Cup qualification,1.0,0.0,Palestine,Bangladesh,2013-03-02
-46.0,1,0.16964434797128067,2.019619302053765,0.5134625740441573,1.7472626099443547,AFC Challenge Cup qualification,0.0,2.0,Nepal,Bangladesh,2013-03-04
-15.0,0,0.7951002227171492,1.2093541202672606,1.2507332861333063,1.1900475371700212,AFC Challenge Cup qualification,0.0,1.0,Mongolia,Afghanistan,2013-03-04
-482.0,0,0.24047760015788436,5.26080521018354,0.9097295663997583,1.7563831394470464,AFC Challenge Cup qualification,0.0,4.0,Guam,India,2013-03-04
-48.0,1,1.2573403968752805,2.5976474813684116,0.36793517283823984,2.318699353779875,AFC Challenge Cup qualification,4.0,2.0,Laos,Sri Lanka,2013-03-04
-68.0,1,0.8631539750512008,1.4281325637683857,1.1617493367634055,1.5313128064956991,AFC Challenge Cup qualification,1.0,0.0,Myanmar,India,2013-03-06
10.0,1,1.52087829595571,2.624566012949235,1.3553956834532375,1.1086330935251798,AFC Challenge Cup qualification,1.0,1.0,Laos,Afghanistan,2013-03-06
-379.0,1,0.17449549162730785,2.020180334907686,1.2246000710984715,1.452257376466406,AFC Challenge Cup qualification,0.0,0.0,Nepal,Palestine,2013-03-06
73.0,0,0.5649941157590671,2.5136407403444956,0.6798822714681441,1.179016620498615,AFC Challenge Cup qualification,3.0,0.0,Sri Lanka,Mongolia,2013-03-06
-201.0,1,0.7480351984953315,1.0472895815140726,1.252104739807756,1.3258203513423932,Friendly,3.0,1.0,Qatar,Egypt,2013-03-07
-6.0,0,1.1492548008025223,0.91530524505589,1.387859649122807,1.011438596491228,Friendly,0.0,4.0,Senegal,Libya,2013-03-16
127.0,1,1.085097801976205,1.1601801438462056,1.9398056718540169,1.3614819496010744,Friendly,1.0,0.0,Qatar,Thailand,2013-03-17
75.0,1,0.9836372136512389,1.1545448473919722,0.47222040013119054,1.4751721876024926,Friendly,0.0,0.0,Bahrain,Lebanon,2013-03-17
-352.0,1,0.7612648857418732,1.4385259092372062,0.4898190758368531,1.3440711088696968,Friendly,1.0,4.0,Malaysia,Saudi Arabia,2013-03-17
323.0,0,1.1234169035926596,2.737658309640734,0.38196155741744703,1.296303597831444,AFC Challenge Cup qualification,1.0,0.0,Tajikistan,Pakistan,2013-03-17
202.0,1,0.7564116675839295,2.765327462850853,0.371097490902126,1.1047692013024324,AFC Challenge Cup qualification,1.0,0.0,Kyrgyzstan,Pakistan,2013-03-19
61.0,1,0.7908044353414789,1.8310615156437602,0.7376355822361689,1.3183709666416537,Friendly,1.0,0.0,Botswana,Malawi,2013-03-19
146.0,1,0.872657148656878,0.8183909601461533,0.9906465130200539,0.9794223286441185,Friendly,3.0,0.0,Oman,Haiti,2013-03-20
-70.0,1,0.8706276269858232,1.4632756286955901,1.6949012592031927,0.9917429298837129,Friendly,0.0,1.0,Rwanda,Libya,2013-03-20
276.0,1,1.7040450306274488,0.9537553115170244,0.7055202923639161,1.1170737962428672,Friendly,5.0,0.0,Ecuador,El Salvador,2013-03-21
-200.0,0,1.4100219058050383,1.4806133625410733,2.1456342135104487,1.2640531346185,Friendly,2.0,2.0,Italy,Brazil,2013-03-21
-17.0,1,1.3637548042472802,1.0267735000977134,0.9568306339936179,1.627009452706364,Friendly,1.0,0.0,Jordan,Belarus,2013-03-21
284.0,1,1.6350177243344686,0.9161743240425384,1.2804995911084678,1.2919485540108542,Friendly,2.0,1.0,Kuwait,Palestine,2013-03-21
-121.0,1,0.7790314528207688,2.508537194208687,0.9218560860793544,2.849226630800269,AFC Challenge Cup qualification,1.0,0.0,Kyrgyzstan,Tajikistan,2013-03-21
-289.0,1,1.0860795121379148,1.0148938665415739,1.790361993521623,1.0214241063817697,FIFA World Cup qualification,0.0,2.0,North Macedonia,Belgium,2013-03-22
0.0,1,0.8687915216703574,1.792628914900348,0.29758820011959336,1.8926981595907248,AFC Asian Cup qualification,2.0,1.0,Malaysia,Yemen,2013-03-22
195.0,1,2.1482567108917,0.7756865165072508,3.031908104658583,1.2434588385449905,FIFA World Cup qualification,2.0,1.0,New Zealand,New Caledonia,2013-03-22
99.0,1,1.1911164465786315,1.1265906362545017,0.9615433430638406,0.9868003553750476,FIFA World Cup qualification,0.0,1.0,Norway,Albania,2013-03-22
-186.0,1,0.9950552646887726,0.9602094240837696,1.5435296832631398,1.581953499105752,FIFA World Cup qualification,1.0,0.0,Peru,Chile,2013-03-22
-200.0,1,1.4728974234321828,1.078512396694215,1.4241796200345422,1.1115716753022453,FIFA World Cup qualification,1.0,3.0,Poland,Ukraine,2013-03-22
-1052.0,1,0.14730029364175706,4.215197459099898,1.6421279491833032,1.168954174228675,FIFA World Cup qualification,0.0,8.0,San Marino,England,2013-03-22
144.0,1,1.1694282823172275,1.449405514798887,0.9888184438040346,1.8220172910662824,FIFA World Cup qualification,1.0,2.0,Scotland,Wales,2013-03-22
-16.0,1,1.627198395556927,1.6727090404196236,1.0388529826907362,2.658792065968353,FIFA World Cup qualification,2.0,0.0,Tahiti,Solomon Islands,2013-03-22
119.0,1,1.2881840944318588,2.0183617503278883,1.2548528490920476,1.556105197244834,FIFA World Cup qualification,1.0,2.0,Slovenia,Iceland,2013-03-22
420.0,1,2.657017699638904,0.39146391996685015,1.3988806919358943,1.6312643093360468,FIFA World Cup qualification,1.0,1.0,Spain,Finland,2013-03-22
642.0,0,1.6016501650165016,1.525082508250825,0.9533893906363542,2.7708917263573136,AFC Challenge Cup qualification,7.0,0.0,Turkmenistan,Cambodia,2013-03-22
-1.0,1,2.518575098951462,0.804180265259357,0.9069814096562793,0.6071285274842851,AFC Asian Cup qualification,2.0,1.0,United Arab Emirates,Uzbekistan,2013-03-22
203.0,1,1.155581165623971,2.0031280869278896,1.2446318559722471,1.5232968478976014,FIFA World Cup qualification,1.0,1.0,Uruguay,Paraguay,2013-03-22
127.0,1,1.4618845447056588,1.0104556111779988,1.5950308908523219,0.5608848734471534,FIFA World Cup qualification,1.0,0.0,United States,Costa Rica,2013-03-22
165.0,1,0.944167916041979,1.1553223388305847,0.5460381395934294,1.8063440115803386,FIFA World Cup qualification,1.0,1.0,Slovakia,Lithuania,2013-03-22
-222.0,1,0.705649219929542,2.1144313034725717,0.583479674796748,1.1025040650406503,FIFA World Cup qualification,0.0,0.0,Luxembourg,Azerbaijan,2013-03-22
536.0,1,1.9951036866359446,1.2723502304147465,0.6501051022358112,1.3995795910567552,FIFA World Cup qualification,3.0,0.0,Netherlands,Estonia,2013-03-22
43.0,1,0.48166733574200454,1.151813194165663,1.501480525396705,1.4200136663882772,AFC Asian Cup qualification,5.0,2.0,Lebanon,Thailand,2013-03-22
327.0,1,2.260222056154585,1.245756378776556,0.7780932619853664,1.962979141640275,FIFA World Cup qualification,3.0,0.0,Argentina,Venezuela,2013-03-22
480.0,1,1.6614386495338875,1.0842151675485008,0.4050986342943854,2.277814871016692,FIFA World Cup qualification,6.0,0.0,Austria,Faroe Islands,2013-03-22
-9.0,1,0.8900883880979691,1.0627488023750085,1.084574787894983,0.9861714209366023,AFC Asian Cup qualification,1.0,0.0,Bahrain,Qatar,2013-03-22
-61.0,1,2.2641987218135777,1.327866875678283,1.2869233029679694,0.8702909197766676,FIFA World Cup qualification,3.0,1.0,Bosnia and Herzegovina,Greece,2013-03-22
435.0,1,0.9271703806870938,1.344533426183844,0.7227376534399087,1.1557236654296317,FIFA World Cup qualification,6.0,0.0,Bulgaria,Malta,2013-03-22
318.0,1,1.797070558014975,0.6172050062851834,1.30012951842694,0.9523725420934888,FIFA World Cup qualification,5.0,0.0,Colombia,Bolivia,2013-03-22
414.0,1,1.0475079957356077,1.420175906183369,0.36096297424958096,1.3218802376961756,Friendly,10.0,0.0,Egypt,Eswatini,2013-03-22
386.0,1,0.947963680773111,1.0442308713428556,0.9199521350296007,1.0036528530041566,FIFA World Cup qualification,3.0,1.0,France,Georgia,2013-03-22
78.0,1,1.332719000172781,1.351667338593561,1.2261051895858814,1.363038033665327,FIFA World Cup qualification,2.0,0.0,Croatia,Serbia,2013-03-22
-38.0,1,0.6294708953479311,1.8069819995324554,1.0867182462927143,0.9885557704706641,AFC Asian Cup qualification,1.0,0.0,Hong Kong,Vietnam,2013-03-22
-30.0,1,1.3619651550089675,1.2555726364335127,1.954470350651735,1.3157701487057096,FIFA World Cup qualification,2.0,2.0,Hungary,Romania,2013-03-22
-291.0,1,1.5707839092315627,1.5917354306343476,1.6285781878400758,1.1052164655784245,FIFA World Cup qualification,3.0,3.0,Israel,Portugal,2013-03-22
-212.0,1,1.164139621911091,0.9123814439641267,1.4795250045908062,1.1515578135520597,FIFA World Cup qualification,1.0,1.0,Jamaica,Panama,2013-03-22
-302.0,1,0.2707019468055936,2.61687688511105,1.0402114404379839,1.612547983135108,FIFA World Cup qualification,1.0,1.0,Liechtenstein,Latvia,2013-03-22
279.0,0,1.8044716432380028,0.7999878817256423,0.8249265579098694,1.321957622351397,Friendly,2.0,1.0,Japan,Canada,2013-03-22
-721.0,1,0.755186453822788,1.9051250565501197,2.0425237012807007,1.5601264068304042,FIFA World Cup qualification,0.0,3.0,Kazakhstan,Germany,2013-03-22
-84.0,1,1.67510683079278,0.5412972766120289,1.8249860361199033,0.39527089927387826,FIFA World Cup qualification,2.0,2.0,Honduras,Mexico,2013-03-22
-87.0,1,0.4031039977828587,0.6217695558788887,0.6341666089605983,1.3231770653001869,FIFA World Cup qualification,0.0,1.0,Namibia,Malawi,2013-03-23
343.0,1,1.1313466516227517,0.8127696289905091,0.9584706205381659,1.451743547501373,FIFA World Cup qualification,2.0,0.0,South Africa,Central African Republic,2013-03-23
89.0,0,0.9670033204205866,1.307000553403431,1.1786436188750262,0.6924095629748379,FIFA World Cup qualification,1.0,1.0,Senegal,Angola,2013-03-23
364.0,1,2.1967269241303753,0.7073404546699534,1.377002693889125,0.9400964128739543,FIFA World Cup qualification,1.0,1.0,Nigeria,Kenya,2013-03-23
-293.0,1,0.5828147438966013,1.473671613212063,0.8373437289958328,0.7869337276515661,AFC Asian Cup qualification,1.0,2.0,Indonesia,Saudi Arabia,2013-03-23
275.0,1,1.2164198663346875,1.2345695190669637,1.1013828039430449,1.6438253012048192,FIFA World Cup qualification,2.0,1.0,Tunisia,Sierra Leone,2013-03-23
-168.0,1,1.6083022120080437,1.435147945992531,0.8453815261044176,1.3181392235609104,FIFA World Cup qualification,1.0,0.0,Congo,Gabon,2013-03-23
300.0,1,1.2022772428549595,1.0249885373681797,1.0974021615090286,1.0581996375109082,FIFA World Cup qualification,2.0,1.0,Cameroon,Togo,2013-03-23
248.0,1,1.1877606837606838,0.5195897435897436,0.672968624296058,1.1039152587825154,FIFA World Cup qualification,4.0,0.0,Burkina Faso,Niger,2013-03-23
-415.0,1,0.7078384798099763,1.3807461226770994,1.4663410166386812,1.2626316592886582,Friendly,0.0,0.0,Belize,Trinidad and Tobago,2013-03-23
-448.0,1,0.6963886032302946,2.0177847680116145,1.9428735963144255,1.199654477397063,FIFA World Cup qualification,0.0,0.0,Cyprus,Switzerland,2013-03-23
-189.0,1,1.6530934117141014,0.9197791956412646,0.9815671432576395,1.3195262125035043,FIFA World Cup qualification,3.0,1.0,Tanzania,Morocco,2013-03-24
-102.0,1,0.8687708822065828,1.1423899907585129,1.6926873619950642,1.0496168333549811,FIFA World Cup qualification,1.0,2.0,Rwanda,Mali,2013-03-24
-144.0,1,0.38858988159311086,1.5754171151776104,1.402518223989397,1.4615639496355202,FIFA World Cup qualification,0.0,0.0,Mozambique,Guinea,2013-03-24
-246.0,1,0.8447074737910044,1.5111261413594859,1.5135746606334841,0.42519340242300396,FIFA World Cup qualification,2.0,0.0,Liberia,Uganda,2013-03-24
415.0,1,0.7482540465039849,0.5790814230548024,0.889836256176727,3.5506249394438525,AFC Challenge Cup qualification,8.0,0.0,Philippines,Cambodia,2013-03-24
364.0,1,1.6190251466325085,0.9148520191464977,0.8797732696897375,1.5833084725536992,FIFA World Cup qualification,4.0,0.0,Ghana,Sudan,2013-03-24
-152.0,1,0.6551606054379837,1.5654407232381344,0.7877919472703826,1.744447628600086,FIFA World Cup qualification,1.0,0.0,Ethiopia,Botswana,2013-03-24
-309.0,1,1.9299734293305906,1.1539384589011743,0.9703877446309462,1.2105841823645827,Friendly,3.0,1.0,Dominican Republic,Haiti,2013-03-24
-415.0,1,0.49673946011525627,1.99325144070367,0.40419792077904987,0.5778391893670219,FIFA World Cup qualification,1.0,1.0,Lesotho,Zambia,2013-03-24
-103.0,0,0.8274396254312469,1.2373090192212912,0.9649058894960534,1.528415300546448,Friendly,0.0,2.0,Canada,Belarus,2013-03-25
-287.0,0,1.6106045051029652,0.4227912313545504,2.3511108714408975,1.2650452976704056,Friendly,1.0,1.0,Russia,Brazil,2013-03-25
44.0,1,1.3834225586117777,1.2509999384653252,1.6010053993669708,0.7462918140631788,FIFA World Cup qualification,2.0,0.0,Panama,Honduras,2013-03-26
-92.0,1,1.8246050503794005,0.49875606418708796,1.2919155224431993,0.9033926482359461,FIFA World Cup qualification,0.0,0.0,Mexico,United States,2013-03-26
-287.0,1,1.840026203734032,1.2440877825090075,2.051084800769277,1.1260893082516978,FIFA World Cup qualification,1.0,1.0,Montenegro,England,2013-03-26
285.0,1,1.7501580914055763,1.2697901695889624,1.7839465285722889,1.4979827783464803,FIFA World Cup qualification,4.0,0.0,Netherlands,Romania,2013-03-26
107.0,1,2.5983198506533913,1.262289981331674,1.2437278630460449,1.5501770956316412,FIFA World Cup qualification,1.0,0.0,New Caledonia,Tahiti,2013-03-26
-221.0,1,0.6676040838784618,2.372684477593691,1.7087851158206013,1.878018728437654,FIFA World Cup qualification,0.0,2.0,Northern Ireland,Israel,2013-03-26
223.0,1,0.9951283814763869,0.9460110041265475,1.2701368990767272,0.9282075772047119,Friendly,3.0,0.0,Peru,Trinidad and Tobago,2013-03-26
-252.0,1,1.086337543053961,1.9121699196326063,1.4360076686225527,1.0361354789984314,FIFA World Cup qualification,1.0,2.0,Wales,Croatia,2013-03-26
741.0,1,1.466966696669667,1.392979297929793,0.1414432040510991,4.865979974680631,FIFA World Cup qualification,5.0,0.0,Poland,San Marino,2013-03-26
30.0,1,1.202021355564438,1.5425112773368355,1.0760568696527428,1.5447911424257674,FIFA World Cup qualification,2.0,0.0,Serbia,Scotland,2013-03-26
-221.0,1,1.0541684559229496,1.1588859579166921,2.215288611544462,1.952362380209494,Friendly,0.0,0.0,Slovakia,Sweden,2013-03-26
-286.0,1,1.041406017277331,2.6604110813226094,2.2812179537745525,0.9002129841445137,FIFA World Cup qualification,0.0,2.0,Solomon Islands,New Zealand,2013-03-26
268.0,1,1.0192951896020368,0.7170038858367949,0.8368702081051479,1.3620618838992333,FIFA World Cup qualification,1.0,0.0,Uzbekistan,Lebanon,2013-03-26
-223.0,1,0.7661290322580645,2.1672043010752686,2.1568357979220494,0.5261942718926942,FIFA World Cup qualification,1.0,0.0,Venezuela,Colombia,2013-03-26
