Simulation_ID,Hits,Iterations_Per_Simulation,Estimated_Pi,Actual_Pi,Absolute_Error,Percentage_Error_Percent,Start_Time_ms,End_Time_ms,Duration_ms
1365,39309,50000,3.144720,3.14159265359,0.00312735,0.099547,1790106607277.504395,1790106607315.590088,38.085632
1366,39319,50000,3.145520,3.14159265359,0.00392735,0.125011,1790106607277.504395,1790106607315.590088,38.085632
1367,39192,50000,3.135360,3.14159265359,0.00623265,0.198392,1790106607277.504395,1790106607315.590088,38.085632
1368,39339,50000,3.147120,3.14159265359,0.00552735,0.175941,1790106607277.504395,1790106607315.590088,38.085632
1369,39381,50000,3.150480,3.14159265359,0.00888735,0.282893,1790106607277.504395,1790106607315.590088,38.085632
1370,39268,50000,3.141440,3.14159265359,0.00015265,0.004859,1790106607277.504395,1790106607315.590088,38.085632
1371,39349,50000,3.147920,3.14159265359,0.00632735,0.201406,1790106607277.504395,1790106607315.590088,38.085632
1372,39211,50000,3.136880,3.14159265359,0.00471265,0.150008,1790106607277.504395,1790106607315.590088,38.085632
1373,39255,50000,3.140400,3.14159265359,0.00119265,0.037963,1790106607277.504395,1790106607315.590088,38.085632
1374,39317,50000,3.145360,3.14159265359,0.00376735,0.119918,1790106607277.504395,1790106607315.590088,38.085632
1375,39301,50000,3.144080,3.14159265359,0.00248735,0.079175,1790106607277.504395,1790106607315.590088,38.085632
1376,39241,50000,3.139280,3.14159265359,0.00231265,0.073614,1790106607277.504395,1790106607315.568604,38.064128
1377,39311,50000,3.144880,3.14159265359,0.00328735,0.104639,1790106607277.504395,1790106607315.568604,38.064128
1378,39244,50000,3.139520,3.14159265359,0.00207265,0.065975,1790106607277.504395,1790106607315.568604,38.064128
1379,39220,50000,3.137600,3.14159265359,0.00399265,0.127090,1790106607277.504395,1790106607315.568604,38.064128
1380,39270,50000,3.141600,3.14159265359,0.00000735,0.000234,1790106607277.504395,1790106607315.568604,38.064128
1381,39354,50000,3.148320,3.14159265359,0.00672735,0.214138,1790106607277.504395,1790106607315.568604,38.064128
1382,39279,50000,3.142320,3.14159265359,0.00072735,0.023152,1790106607277.504395,1790106607315.568604,38.064128
1383,39259,50000,3.140720,3.14159265359,0.00087265,0.027777,1790106607277.504395,1790106607315.568604,38.064128
1384,39350,50000,3.148000,3.14159265359,0.00640735,0.203952,1790106607277.504395,1790106607315.568604,38.064128
1385,39251,50000,3.140080,3.14159265359,0.00151265,0.048149,1790106607277.504395,1790106607315.568604,38.064128
1386,39333,50000,3.146640,3.14159265359,0.00504735,0.160662,1790106607277.504395,1790106607315.568604,38.064128
1387,39178,50000,3.134240,3.14159265359,0.00735265,0.234042,1790106607277.504395,1790106607315.568604,38.064128
1388,39220,50000,3.137600,3.14159265359,0.00399265,0.127090,1790106607277.504395,1790106607315.568604,38.064128
1389,39603,50000,3.168240,3.14159265359,0.02664735,0.848211,1790106607277.504395,1790106607315.568604,38.064128
1390,39282,50000,3.142560,3.14159265359,0.00096735,0.030792,1790106607277.504395,1790106607315.568604,38.064128
1391,39194,50000,3.135520,3.14159265359,0.00607265,0.193299,1790106607277.504395,1790106607315.568604,38.064128
1392,39287,50000,3.142960,3.14159265359,0.00136735,0.043524,1790106607277.504395,1790106607315.568604,38.064128
1393,39366,50000,3.149280,3.14159265359,0.00768735,0.244696,1790106607277.504395,1790106607315.568604,38.064128
1394,39110,50000,3.128800,3.14159265359,0.01279265,0.407203,1790106607277.504395,1790106607315.568604,38.064128
1395,39250,50000,3.140000,3.14159265359,0.00159265,0.050696,1790106607277.504395,1790106607315.568604,38.064128
1396,39374,50000,3.149920,3.14159265359,0.00832735,0.265068,1790106607277.504395,1790106607315.568604,38.064128
1397,39436,50000,3.154880,3.14159265359,0.01328735,0.422949,1790106607277.504395,1790106607315.568604,38.064128
1398,39249,50000,3.139920,3.14159265359,0.00167265,0.053242,1790106607277.504395,1790106607315.568604,38.064128
1399,39370,50000,3.149600,3.14159265359,0.00800735,0.254882,1790106607277.504395,1790106607315.568604,38.064128
1400,39337,50000,3.146960,3.14159265359,0.00536735,0.170848,1790106607277.504395,1790106607315.568604,38.064128
1401,39322,50000,3.145760,3.14159265359,0.00416735,0.132651,1790106607277.504395,1790106607315.568604,38.064128
1402,39281,50000,3.142480,3.14159265359,0.00088735,0.028245,1790106607277.504395,1790106607315.568604,38.064128
1403,39295,50000,3.143600,3.14159265359,0.00200735,0.063896,1790106607277.504395,1790106607315.568604,38.064128
1404,39294,50000,3.143520,3.14159265359,0.00192735,0.061349,1790106607277.504395,1790106607315.568604,38.064128
1405,39309,50000,3.144720,3.14159265359,0.00312735,0.099547,1790106607277.504395,1790106607315.568604,38.064128
1406,39410,50000,3.152800,3.14159265359,0.01120735,0.356741,1790106607277.504395,1790106607315.568604,38.064128
1407,39336,50000,3.146880,3.14159265359,0.00528735,0.168301,1790106607277.504395,1790106607315.568604,38.064128
1408,39126,50000,3.130080,3.14159265359,0.01151265,0.366459,1790106607277.504395,1790106607315.334229,37.829632
1409,39435,50000,3.154800,3.14159265359,0.01320735,0.420403,1790106607277.504395,1790106607315.334229,37.829632
1410,39356,50000,3.148480,3.14159265359,0.00688735,0.219231,1790106607277.504395,1790106607315.334229,37.829632
1411,39340,50000,3.147200,3.14159265359,0.00560735,0.178487,1790106607277.504395,1790106607315.334229,37.829632
1412,39141,50000,3.131280,3.14159265359,0.01031265,0.328262,1790106607277.504395,1790106607315.334229,37.829632
1413,39350,50000,3.148000,3.14159265359,0.00640735,0.203952,1790106607277.504395,1790106607315.334229,37.829632
1414,39274,50000,3.141920,3.14159265359,0.00032735,0.010420,1790106607277.504395,1790106607315.334229,37.829632
1415,39308,50000,3.144640,3.14159265359,0.00304735,0.097000,1790106607277.504395,1790106607315.334229,37.829632
1416,39287,50000,3.142960,3.14159265359,0.00136735,0.043524,1790106607277.504395,1790106607315.334229,37.829632
1417,39242,50000,3.139360,3.14159265359,0.00223265,0.071068,1790106607277.504395,1790106607315.334229,37.829632
1418,39434,50000,3.154720,3.14159265359,0.01312735,0.417856,1790106607277.504395,1790106607315.334229,37.829632
1419,39209,50000,3.136720,3.14159265359,0.00487265,0.155101,1790106607277.504395,1790106607315.334229,37.829632
1420,39376,50000,3.150080,3.14159265359,0.00848735,0.270161,1790106607277.504395,1790106607315.334229,37.829632
1421,39371,50000,3.149680,3.14159265359,0.00808735,0.257428,1790106607277.504395,1790106607315.334229,37.829632
1422,39174,50000,3.133920,3.14159265359,0.00767265,0.244228,1790106607277.504395,1790106607315.334229,37.829632
1423,39318,50000,3.145440,3.14159265359,0.00384735,0.122465,1790106607277.504395,1790106607315.334229,37.829632
1424,39247,50000,3.139760,3.14159265359,0.00183265,0.058335,1790106607277.504395,1790106607315.334229,37.829632
1425,39272,50000,3.141760,3.14159265359,0.00016735,0.005327,1790106607277.504395,1790106607315.334229,37.829632
1426,39333,50000,3.146640,3.14159265359,0.00504735,0.160662,1790106607277.504395,1790106607315.334229,37.829632
1427,39234,50000,3.138720,3.14159265359,0.00287265,0.091439,1790106607277.504395,1790106607315.334229,37.829632
1428,39222,50000,3.137760,3.14159265359,0.00383265,0.121997,1790106607277.504395,1790106607315.334229,37.829632
1429,39331,50000,3.146480,3.14159265359,0.00488735,0.155569,1790106607277.504395,1790106607315.334229,37.829632
1430,39239,50000,3.139120,3.14159265359,0.00247265,0.078707,1790106607277.504395,1790106607315.334229,37.829632
1431,39281,50000,3.142480,3.14159265359,0.00088735,0.028245,1790106607277.504395,1790106607315.334229,37.829632
1432,39319,50000,3.145520,3.14159265359,0.00392735,0.125011,1790106607277.504395,1790106607315.334229,37.829632
1433,39406,50000,3.152480,3.14159265359,0.01088735,0.346555,1790106607277.504395,1790106607315.334229,37.829632
1434,39141,50000,3.131280,3.14159265359,0.01031265,0.328262,1790106607277.504395,1790106607315.334229,37.829632
1435,39342,50000,3.147360,3.14159265359,0.00576735,0.183580,1790106607277.504395,1790106607315.334229,37.829632
1436,39315,50000,3.145200,3.14159265359,0.00360735,0.114825,1790106607277.504395,1790106607315.334229,37.829632
1437,39305,50000,3.144400,3.14159265359,0.00280735,0.089361,1790106607277.504395,1790106607315.334229,37.829632
1438,39385,50000,3.150800,3.14159265359,0.00920735,0.293079,1790106607277.504395,1790106607315.334229,37.829632
1439,39254,50000,3.140320,3.14159265359,0.00127265,0.040510,1790106607277.504395,1790106607315.334229,37.829632
1440,39312,50000,3.144960,3.14159265359,0.00336735,0.107186,1790106607277.504395,1790106607315.443604,37.939200
1441,39342,50000,3.147360,3.14159265359,0.00576735,0.183580,1790106607277.504395,1790106607315.443604,37.939200
1442,39290,50000,3.143200,3.14159265359,0.00160735,0.051163,1790106607277.504395,1790106607315.443604,37.939200
1443,39156,50000,3.132480,3.14159265359,0.00911265,0.290065,1790106607277.504395,1790106607315.443604,37.939200
1444,39319,50000,3.145520,3.14159265359,0.00392735,0.125011,1790106607277.504395,1790106607315.443604,37.939200
1445,39239,50000,3.139120,3.14159265359,0.00247265,0.078707,1790106607277.504395,1790106607315.443604,37.939200
1446,39306,50000,3.144480,3.14159265359,0.00288735,0.091907,1790106607277.504395,1790106607315.443604,37.939200
1447,39182,50000,3.134560,3.14159265359,0.00703265,0.223856,1790106607277.504395,1790106607315.443604,37.939200
1448,39238,50000,3.139040,3.14159265359,0.00255265,0.081253,1790106607277.504395,1790106607315.443604,37.939200
1449,39428,50000,3.154240,3.14159265359,0.01264735,0.402578,1790106607277.504395,1790106607315.443604,37.939200
1450,39343,50000,3.147440,3.14159265359,0.00584735,0.186127,1790106607277.504395,1790106607315.443604,37.939200
1451,39261,50000,3.140880,3.14159265359,0.00071265,0.022684,1790106607277.504395,1790106607315.443604,37.939200
1452,39267,50000,3.141360,3.14159265359,0.00023265,0.007406,1790106607277.504395,1790106607315.443604,37.939200
1453,39248,50000,3.139840,3.14159265359,0.00175265,0.055789,1790106607277.504395,1790106607315.443604,37.939200
1454,39254,50000,3.140320,3.14159265359,0.00127265,0.040510,1790106607277.504395,1790106607315.443604,37.939200
1455,39276,50000,3.142080,3.14159265359,0.00048735,0.015513,1790106607277.504395,1790106607315.443604,37.939200
1456,39324,50000,3.145920,3.14159265359,0.00432735,0.137744,1790106607277.504395,1790106607315.443604,37.939200
1457,39284,50000,3.142720,3.14159265359,0.00112735,0.035885,1790106607277.504395,1790106607315.443604,37.939200
1458,39135,50000,3.130800,3.14159265359,0.01079265,0.343541,1790106607277.504395,1790106607315.443604,37.939200
1459,39264,50000,3.141120,3.14159265359,0.00047265,0.015045,1790106607277.504395,1790106607315.443604,37.939200
1460,39291,50000,3.143280,3.14159265359,0.00168735,0.053710,1790106607277.504395,1790106607315.443604,37.939200
1461,39177,50000,3.134160,3.14159265359,0.00743265,0.236589,1790106607277.504395,1790106607315.443604,37.939200
1462,39255,50000,3.140400,3.14159265359,0.00119265,0.037963,1790106607277.504395,1790106607315.443604,37.939200
1463,39316,50000,3.145280,3.14159265359,0.00368735,0.117372,1790106607277.504395,1790106607315.443604,37.939200
1464,39263,50000,3.141040,3.14159265359,0.00055265,0.017592,1790106607277.504395,1790106607315.443604,37.939200
1465,39353,50000,3.148240,3.14159265359,0.00664735,0.211592,1790106607277.504395,1790106607315.443604,37.939200
1466,39276,50000,3.142080,3.14159265359,0.00048735,0.015513,1790106607277.504395,1790106607315.443604,37.939200
1467,39279,50000,3.142320,3.14159265359,0.00072735,0.023152,1790106607277.504395,1790106607315.443604,37.939200
1468,39260,50000,3.140800,3.14159265359,0.00079265,0.025231,1790106607277.504395,1790106607315.443604,37.939200
1469,39155,50000,3.132400,3.14159265359,0.00919265,0.292611,1790106607277.504395,1790106607315.443604,37.939200
1470,39369,50000,3.149520,3.14159265359,0.00792735,0.252335,1790106607277.504395,1790106607315.443604,37.939200
1471,39269,50000,3.141520,3.14159265359,0.00007265,0.002313,1790106607277.504395,1790106607315.443604,37.939200
1472,39386,50000,3.150880,3.14159265359,0.00928735,0.295625,1790106607277.504395,1790106607315.329102,37.824512
1473,39343,50000,3.147440,3.14159265359,0.00584735,0.186127,1790106607277.504395,1790106607315.329102,37.824512
1474,39392,50000,3.151360,3.14159265359,0.00976735,0.310904,1790106607277.504395,1790106607315.329102,37.824512
1475,39287,50000,3.142960,3.14159265359,0.00136735,0.043524,1790106607277.504395,1790106607315.329102,37.824512
1476,39307,50000,3.144560,3.14159265359,0.00296735,0.094454,1790106607277.504395,1790106607315.329102,37.824512
1477,39317,50000,3.145360,3.14159265359,0.00376735,0.119918,1790106607277.504395,1790106607315.329102,37.824512
1478,39290,50000,3.143200,3.14159265359,0.00160735,0.051163,1790106607277.504395,1790106607315.329102,37.824512
1479,39308,50000,3.144640,3.14159265359,0.00304735,0.097000,1790106607277.504395,1790106607315.329102,37.824512
1480,39454,50000,3.156320,3.14159265359,0.01472735,0.468786,1790106607277.504395,1790106607315.329102,37.824512
1481,39135,50000,3.130800,3.14159265359,0.01079265,0.343541,1790106607277.504395,1790106607315.329102,37.824512
1482,39103,50000,3.128240,3.14159265359,0.01335265,0.425028,1790106607277.504395,1790106607315.329102,37.824512
1483,39307,50000,3.144560,3.14159265359,0.00296735,0.094454,1790106607277.504395,1790106607315.329102,37.824512
1484,39308,50000,3.144640,3.14159265359,0.00304735,0.097000,1790106607277.504395,1790106607315.329102,37.824512
1485,39250,50000,3.140000,3.14159265359,0.00159265,0.050696,1790106607277.504395,1790106607315.329102,37.824512
1486,39464,50000,3.157120,3.14159265359,0.01552735,0.494251,1790106607277.504395,1790106607315.329102,37.824512
1487,39333,50000,3.146640,3.14159265359,0.00504735,0.160662,1790106607277.504395,1790106607315.329102,37.824512
1488,39248,50000,3.139840,3.14159265359,0.00175265,0.055789,1790106607277.504395,1790106607315.329102,37.824512
1489,39183,50000,3.134640,3.14159265359,0.00695265,0.221310,1790106607277.504395,1790106607315.329102,37.824512
1490,39308,50000,3.144640,3.14159265359,0.00304735,0.097000,1790106607277.504395,1790106607315.329102,37.824512
1491,39101,50000,3.128080,3.14159265359,0.01351265,0.430121,1790106607277.504395,1790106607315.329102,37.824512
1492,39470,50000,3.157600,3.14159265359,0.01600735,0.509530,1790106607277.504395,1790106607315.329102,37.824512
1493,39229,50000,3.138320,3.14159265359,0.00327265,0.104172,1790106607277.504395,1790106607315.329102,37.824512
1494,39185,50000,3.134800,3.14159265359,0.00679265,0.216217,1790106607277.504395,1790106607315.329102,37.824512
1495,39337,50000,3.146960,3.14159265359,0.00536735,0.170848,1790106607277.504395,1790106607315.329102,37.824512
1496,39213,50000,3.137040,3.14159265359,0.00455265,0.144915,1790106607277.504395,1790106607315.329102,37.824512
1497,39267,50000,3.141360,3.14159265359,0.00023265,0.007406,1790106607277.504395,1790106607315.329102,37.824512
1498,39414,50000,3.153120,3.14159265359,0.01152735,0.366927,1790106607277.504395,1790106607315.329102,37.824512
1499,39338,50000,3.147040,3.14159265359,0.00544735,0.173394,1790106607277.504395,1790106607315.329102,37.824512
1500,39287,50000,3.142960,3.14159265359,0.00136735,0.043524,1790106607277.504395,1790106607315.329102,37.824512
1501,39077,50000,3.126160,3.14159265359,0.01543265,0.491237,1790106607277.504395,1790106607315.329102,37.824512
1502,39374,50000,3.149920,3.14159265359,0.00832735,0.265068,1790106607277.504395,1790106607315.329102,37.824512
1503,39157,50000,3.132560,3.14159265359,0.00903265,0.287518,1790106607277.504395,1790106607315.329102,37.824512
1504,39389,50000,3.151120,3.14159265359,0.00952735,0.303265,1790106607277.504395,1790106607315.428467,37.923840
1505,39123,50000,3.129840,3.14159265359,0.01175265,0.374099,1790106607277.504395,1790106607315.428467,37.923840
1506,39302,50000,3.144160,3.14159265359,0.00256735,0.081721,1790106607277.504395,1790106607315.428467,37.923840
1507,39233,50000,3.138640,3.14159265359,0.00295265,0.093986,1790106607277.504395,1790106607315.428467,37.923840
1508,39398,50000,3.151840,3.14159265359,0.01024735,0.326183,1790106607277.504395,1790106607315.428467,37.923840
1509,39286,50000,3.142880,3.14159265359,0.00128735,0.040978,1790106607277.504395,1790106607315.428467,37.923840
1510,39289,50000,3.143120,3.14159265359,0.00152735,0.048617,1790106607277.504395,1790106607315.428467,37.923840
1511,39236,50000,3.138880,3.14159265359,0.00271265,0.086346,1790106607277.504395,1790106607315.428467,37.923840
1512,39171,50000,3.133680,3.14159265359,0.00791265,0.251868,1790106607277.504395,1790106607315.428467,37.923840
1513,39214,50000,3.137120,3.14159265359,0.00447265,0.142369,1790106607277.504395,1790106607315.428467,37.923840
1514,39198,50000,3.135840,3.14159265359,0.00575265,0.183113,1790106607277.504395,1790106607315.428467,37.923840
1515,39288,50000,3.143040,3.14159265359,0.00144735,0.046070,1790106607277.504395,1790106607315.428467,37.923840
1516,39286,50000,3.142880,3.14159265359,0.00128735,0.040978,1790106607277.504395,1790106607315.428467,37.923840
1517,39242,50000,3.139360,3.14159265359,0.00223265,0.071068,1790106607277.504395,1790106607315.428467,37.923840
1518,39129,50000,3.130320,3.14159265359,0.01127265,0.358820,1790106607277.504395,1790106607315.428467,37.923840
1519,39233,50000,3.138640,3.14159265359,0.00295265,0.093986,1790106607277.504395,1790106607315.428467,37.923840
1520,39162,50000,3.132960,3.14159265359,0.00863265,0.274786,1790106607277.504395,1790106607315.428467,37.923840
1521,39365,50000,3.149200,3.14159265359,0.00760735,0.242149,1790106607277.504395,1790106607315.428467,37.923840
1522,39328,50000,3.146240,3.14159265359,0.00464735,0.147930,1790106607277.504395,1790106607315.428467,37.923840
1523,39139,50000,3.131120,3.14159265359,0.01047265,0.333355,1790106607277.504395,1790106607315.428467,37.923840
1524,39397,50000,3.151760,3.14159265359,0.01016735,0.323637,1790106607277.504395,1790106607315.428467,37.923840
1525,39273,50000,3.141840,3.14159265359,0.00024735,0.007873,1790106607277.504395,1790106607315.428467,37.923840
1526,39418,50000,3.153440,3.14159265359,0.01184735,0.377113,1790106607277.504395,1790106607315.428467,37.923840
1527,39246,50000,3.139680,3.14159265359,0.00191265,0.060882,1790106607277.504395,1790106607315.428467,37.923840
1528,39292,50000,3.143360,3.14159265359,0.00176735,0.056256,1790106607277.504395,1790106607315.428467,37.923840
1529,39273,50000,3.141840,3.14159265359,0.00024735,0.007873,1790106607277.504395,1790106607315.428467,37.923840
1530,39242,50000,3.139360,3.14159265359,0.00223265,0.071068,1790106607277.504395,1790106607315.428467,37.923840
1531,39211,50000,3.136880,3.14159265359,0.00471265,0.150008,1790106607277.504395,1790106607315.428467,37.923840
1532,39344,50000,3.147520,3.14159265359,0.00592735,0.188673,1790106607277.504395,1790106607315.428467,37.923840
1533,39164,50000,3.133120,3.14159265359,0.00847265,0.269693,1790106607277.504395,1790106607315.428467,37.923840
1534,39357,50000,3.148560,3.14159265359,0.00696735,0.221778,1790106607277.504395,1790106607315.428467,37.923840
1535,39493,50000,3.159440,3.14159265359,0.01784735,0.568099,1790106607277.504395,1790106607315.428467,37.923840
1536,39122,50000,3.129760,3.14159265359,0.01183265,0.376645,1790106607277.504395,1790106607310.450684,32.946176
1537,39396,50000,3.151680,3.14159265359,0.01008735,0.321090,1790106607277.504395,1790106607310.450684,32.946176
1538,39080,50000,3.126400,3.14159265359,0.01519265,0.483597,1790106607277.504395,1790106607310.450684,32.946176
1539,39358,50000,3.148640,3.14159265359,0.00704735,0.224324,1790106607277.504395,1790106607310.450684,32.946176
1540,39323,50000,3.145840,3.14159265359,0.00424735,0.135197,1790106607277.504395,1790106607310.450684,32.946176
1541,39302,50000,3.144160,3.14159265359,0.00256735,0.081721,1790106607277.504395,1790106607310.450684,32.946176
1542,39224,50000,3.137920,3.14159265359,0.00367265,0.116904,1790106607277.504395,1790106607310.450684,32.946176
1543,39268,50000,3.141440,3.14159265359,0.00015265,0.004859,1790106607277.504395,1790106607310.450684,32.946176
1544,39151,50000,3.132080,3.14159265359,0.00951265,0.302797,1790106607277.504395,1790106607310.450684,32.946176
1545,39282,50000,3.142560,3.14159265359,0.00096735,0.030792,1790106607277.504395,1790106607310.450684,32.946176
1546,39219,50000,3.137520,3.14159265359,0.00407265,0.129637,1790106607277.504395,1790106607310.450684,32.946176
1547,39290,50000,3.143200,3.14159265359,0.00160735,0.051163,1790106607277.504395,1790106607310.450684,32.946176
1548,39320,50000,3.145600,3.14159265359,0.00400735,0.127558,1790106607277.504395,1790106607310.450684,32.946176
1549,39274,50000,3.141920,3.14159265359,0.00032735,0.010420,1790106607277.504395,1790106607310.450684,32.946176
1550,39154,50000,3.132320,3.14159265359,0.00927265,0.295158,1790106607277.504395,1790106607310.450684,32.946176
1551,39115,50000,3.129200,3.14159265359,0.01239265,0.394470,1790106607277.504395,1790106607310.450684,32.946176
1552,39161,50000,3.132880,3.14159265359,0.00871265,0.277332,1790106607277.504395,1790106607310.450684,32.946176
1553,39267,50000,3.141360,3.14159265359,0.00023265,0.007406,1790106607277.504395,1790106607310.450684,32.946176
1554,39200,50000,3.136000,3.14159265359,0.00559265,0.178020,1790106607277.504395,1790106607310.450684,32.946176
1555,39318,50000,3.145440,3.14159265359,0.00384735,0.122465,1790106607277.504395,1790106607310.450684,32.946176
1556,39292,50000,3.143360,3.14159265359,0.00176735,0.056256,1790106607277.504395,1790106607310.450684,32.946176
1557,39236,50000,3.138880,3.14159265359,0.00271265,0.086346,1790106607277.504395,1790106607310.450684,32.946176
1558,39261,50000,3.140880,3.14159265359,0.00071265,0.022684,1790106607277.504395,1790106607310.450684,32.946176
1559,39256,50000,3.140480,3.14159265359,0.00111265,0.035417,1790106607277.504395,1790106607310.450684,32.946176
1560,39290,50000,3.143200,3.14159265359,0.00160735,0.051163,1790106607277.504395,1790106607310.450684,32.946176
1561,39366,50000,3.149280,3.14159265359,0.00768735,0.244696,1790106607277.504395,1790106607310.450684,32.946176
1562,39287,50000,3.142960,3.14159265359,0.00136735,0.043524,1790106607277.504395,1790106607310.450684,32.946176
1563,39310,50000,3.144800,3.14159265359,0.00320735,0.102093,1790106607277.504395,1790106607310.450684,32.946176
1564,39152,50000,3.132160,3.14159265359,0.00943265,0.300251,1790106607277.504395,1790106607310.450684,32.946176
1565,39412,50000,3.152960,3.14159265359,0.01136735,0.361834,1790106607277.504395,1790106607310.450684,32.946176
1566,39292,50000,3.143360,3.14159265359,0.00176735,0.056256,1790106607277.504395,1790106607310.450684,32.946176
1567,39209,50000,3.136720,3.14159265359,0.00487265,0.155101,1790106607277.504395,1790106607310.450684,32.946176
1568,39383,50000,3.150640,3.14159265359,0.00904735,0.287986,1790106607277.504395,1790106607310.499756,32.995328
1569,39284,50000,3.142720,3.14159265359,0.00112735,0.035885,1790106607277.504395,1790106607310.499756,32.995328
1570,39111,50000,3.128880,3.14159265359,0.01271265,0.404656,1790106607277.504395,1790106607310.499756,32.995328
1571,39269,50000,3.141520,3.14159265359,0.00007265,0.002313,1790106607277.504395,1790106607310.499756,32.995328
1572,39243,50000,3.139440,3.14159265359,0.00215265,0.068521,1790106607277.504395,1790106607310.499756,32.995328
1573,39292,50000,3.143360,3.14159265359,0.00176735,0.056256,1790106607277.504395,1790106607310.499756,32.995328
1574,39414,50000,3.153120,3.14159265359,0.01152735,0.366927,1790106607277.504395,1790106607310.499756,32.995328
1575,39291,50000,3.143280,3.14159265359,0.00168735,0.053710,1790106607277.504395,1790106607310.499756,32.995328
1576,39330,50000,3.146400,3.14159265359,0.00480735,0.153023,1790106607277.504395,1790106607310.499756,32.995328
1577,39247,50000,3.139760,3.14159265359,0.00183265,0.058335,1790106607277.504395,1790106607310.499756,32.995328
1578,39328,50000,3.146240,3.14159265359,0.00464735,0.147930,1790106607277.504395,1790106607310.499756,32.995328
1579,39324,50000,3.145920,3.14159265359,0.00432735,0.137744,1790106607277.504395,1790106607310.499756,32.995328
1580,39275,50000,3.142000,3.14159265359,0.00040735,0.012966,1790106607277.504395,1790106607310.499756,32.995328
1581,39195,50000,3.135600,3.14159265359,0.00599265,0.190752,1790106607277.504395,1790106607310.499756,32.995328
1582,39294,50000,3.143520,3.14159265359,0.00192735,0.061349,1790106607277.504395,1790106607310.499756,32.995328
1583,39203,50000,3.136240,3.14159265359,0.00535265,0.170380,1790106607277.504395,1790106607310.499756,32.995328
1584,39235,50000,3.138800,3.14159265359,0.00279265,0.088893,1790106607277.504395,1790106607310.499756,32.995328
1585,39222,50000,3.137760,3.14159265359,0.00383265,0.121997,1790106607277.504395,1790106607310.499756,32.995328
1586,39134,50000,3.130720,3.14159265359,0.01087265,0.346087,1790106607277.504395,1790106607310.499756,32.995328
1587,39253,50000,3.140240,3.14159265359,0.00135265,0.043056,1790106607277.504395,1790106607310.499756,32.995328
1588,39120,50000,3.129600,3.14159265359,0.01199265,0.381738,1790106607277.504395,1790106607310.499756,32.995328
1589,39240,50000,3.139200,3.14159265359,0.00239265,0.076161,1790106607277.504395,1790106607310.499756,32.995328
1590,39347,50000,3.147760,3.14159265359,0.00616735,0.196313,1790106607277.504395,1790106607310.499756,32.995328
1591,39393,50000,3.151440,3.14159265359,0.00984735,0.313451,1790106607277.504395,1790106607310.499756,32.995328
1592,39406,50000,3.152480,3.14159265359,0.01088735,0.346555,1790106607277.504395,1790106607310.499756,32.995328
1593,39254,50000,3.140320,3.14159265359,0.00127265,0.040510,1790106607277.504395,1790106607310.499756,32.995328
1594,39136,50000,3.130880,3.14159265359,0.01071265,0.340994,1790106607277.504395,1790106607310.499756,32.995328
1595,39395,50000,3.151600,3.14159265359,0.01000735,0.318544,1790106607277.504395,1790106607310.499756,32.995328
1596,39323,50000,3.145840,3.14159265359,0.00424735,0.135197,1790106607277.504395,1790106607310.499756,32.995328
1597,39243,50000,3.139440,3.14159265359,0.00215265,0.068521,1790106607277.504395,1790106607310.499756,32.995328
1598,39315,50000,3.145200,3.14159265359,0.00360735,0.114825,1790106607277.504395,1790106607310.499756,32.995328
1599,39396,50000,3.151680,3.14159265359,0.01008735,0.321090,1790106607277.504395,1790106607310.499756,32.995328
1600,39404,50000,3.152320,3.14159265359,0.01072735,0.341462,1790106607277.504395,1790106607310.408691,32.904192
1601,39360,50000,3.148800,3.14159265359,0.00720735,0.229417,1790106607277.504395,1790106607310.408691,32.904192
1602,39347,50000,3.147760,3.14159265359,0.00616735,0.196313,1790106607277.504395,1790106607310.408691,32.904192
1603,39231,50000,3.138480,3.14159265359,0.00311265,0.099079,1790106607277.504395,1790106607310.408691,32.904192
1604,39281,50000,3.142480,3.14159265359,0.00088735,0.028245,1790106607277.504395,1790106607310.408691,32.904192
1605,39351,50000,3.148080,3.14159265359,0.00648735,0.206499,1790106607277.504395,1790106607310.408691,32.904192
1606,39297,50000,3.143760,3.14159265359,0.00216735,0.068989,1790106607277.504395,1790106607310.408691,32.904192
1607,39222,50000,3.137760,3.14159265359,0.00383265,0.121997,1790106607277.504395,1790106607310.408691,32.904192
1608,39404,50000,3.152320,3.14159265359,0.01072735,0.341462,1790106607277.504395,1790106607310.408691,32.904192
1609,39203,50000,3.136240,3.14159265359,0.00535265,0.170380,1790106607277.504395,1790106607310.408691,32.904192
1610,39224,50000,3.137920,3.14159265359,0.00367265,0.116904,1790106607277.504395,1790106607310.408691,32.904192
1611,39302,50000,3.144160,3.14159265359,0.00256735,0.081721,1790106607277.504395,1790106607310.408691,32.904192
1612,39320,50000,3.145600,3.14159265359,0.00400735,0.127558,1790106607277.504395,1790106607310.408691,32.904192
1613,39223,50000,3.137840,3.14159265359,0.00375265,0.119451,1790106607277.504395,1790106607310.408691,32.904192
1614,39339,50000,3.147120,3.14159265359,0.00552735,0.175941,1790106607277.504395,1790106607310.408691,32.904192
1615,39333,50000,3.146640,3.14159265359,0.00504735,0.160662,1790106607277.504395,1790106607310.408691,32.904192
1616,39275,50000,3.142000,3.14159265359,0.00040735,0.012966,1790106607277.504395,1790106607310.408691,32.904192
