date,home_team,away_team,home_score,away_score,tournament,winner,venue,home_team_elo,away_team_elo
2012-09-08,Mali,Botswana,3.0,0.0,African Cup of Nations qualification,Mali,Mali,1523.0,1437.0
2012-09-08,Ghana,Malawi,2.0,0.0,African Cup of Nations qualification,Ghana,Ghana,1661.0,1376.0
2012-09-08,Liberia,Nigeria,2.0,2.0,African Cup of Nations qualification,Draw,Liberia,1315.0,1655.0
2012-09-08,Zambia,Uganda,1.0,0.0,African Cup of Nations qualification,Zambia,Zambia,1550.0,1561.0
2012-09-08,Sierra Leone,Tunisia,2.0,2.0,African Cup of Nations qualification,Draw,Sierra Leone,1304.0,1579.0
2012-09-08,Sudan,Ethiopia,5.0,3.0,African Cup of Nations qualification,Sudan,Sudan,1333.0,1285.0
2012-09-08,Gabon,Togo,1.0,1.0,African Cup of Nations qualification,Draw,Gabon,1559.0,1356.0
2012-09-08,Central African Republic,Burkina Faso,1.0,0.0,African Cup of Nations qualification,Central African Republic,Central African Republic,1231.0,1443.0
2012-09-09,British Virgin Islands,Montserrat,0.0,7.0,CFU Caribbean Cup qualification,Montserrat,Neutral,791.0,535.0
2012-09-09,Haiti,Bermuda,3.0,1.0,CFU Caribbean Cup qualification,Haiti,Haiti,1428.0,1187.0
2012-09-09,Zimbabwe,Angola,3.0,1.0,African Cup of Nations qualification,Zimbabwe,Zimbabwe,1347.0,1435.0
2012-09-09,Mozambique,Morocco,2.0,0.0,African Cup of Nations qualification,Mozambique,Mozambique,1345.0,1542.0
2012-09-09,Guinea,Niger,1.0,0.0,African Cup of Nations qualification,Guinea,Guinea,1545.0,1298.0
2012-09-09,Libya,Algeria,0.0,1.0,African Cup of Nations qualification,Algeria,Neutral,1530.0,1500.0
2012-09-10,Laos,Philippines,2.0,1.0,Friendly,Laos,Laos,847.0,1195.0
2012-09-11,Antigua and Barbuda,Guatemala,0.0,1.0,FIFA World Cup qualification,Guatemala,Antigua and Barbuda,1274.0,1540.0
2012-09-11,Austria,Germany,1.0,2.0,FIFA World Cup qualification,Germany,Austria,1616.0,2044.0
2012-09-11,Belgium,Croatia,1.0,1.0,FIFA World Cup qualification,Draw,Belgium,1737.0,1866.0
2012-09-11,Bosnia and Herzegovina,Latvia,4.0,1.0,FIFA World Cup qualification,Bosnia and Herzegovina,Bosnia and Herzegovina,1720.0,1515.0
2012-09-11,Bulgaria,Armenia,1.0,0.0,FIFA World Cup qualification,Bulgaria,Bulgaria,1660.0,1532.0
2012-09-11,Myanmar,Singapore,1.0,1.0,Friendly,Draw,Myanmar,1016.0,1250.0
2012-09-11,Chile,Colombia,1.0,3.0,FIFA World Cup qualification,Colombia,Chile,1864.0,1883.0
2012-09-11,Cyprus,Iceland,1.0,0.0,FIFA World Cup qualification,Cyprus,Cyprus,1462.0,1467.0
2012-09-11,England,Ukraine,1.0,1.0,FIFA World Cup qualification,Draw,England,1975.0,1743.0
2012-09-11,France,Belarus,3.0,1.0,FIFA World Cup qualification,France,France,1874.0,1565.0
2012-09-11,Gabon,Saudi Arabia,1.0,0.0,Friendly,Gabon,Neutral,1559.0,1475.0
2012-09-11,Georgia,Spain,0.0,1.0,FIFA World Cup qualification,Spain,Georgia,1516.0,2157.0
2012-09-11,Greece,Lithuania,2.0,0.0,FIFA World Cup qualification,Greece,Greece,1806.0,1466.0
2012-09-11,Guyana,El Salvador,2.0,3.0,FIFA World Cup qualification,El Salvador,Guyana,1338.0,1560.0
2012-09-11,Haiti,Puerto Rico,2.0,1.0,CFU Caribbean Cup qualification,Haiti,Haiti,1428.0,1119.0
2012-09-11,Honduras,Cuba,1.0,0.0,FIFA World Cup qualification,Honduras,Honduras,1643.0,1335.0
2012-09-11,Hungary,Netherlands,1.0,4.0,FIFA World Cup qualification,Netherlands,Hungary,1668.0,1972.0
2012-09-11,Israel,Russia,0.0,4.0,FIFA World Cup qualification,Russia,Israel,1619.0,1873.0
2012-09-11,Italy,Malta,2.0,0.0,FIFA World Cup qualification,Italy,Italy,1901.0,1229.0
2012-09-11,Japan,Iraq,1.0,0.0,FIFA World Cup qualification,Japan,Japan,1801.0,1606.0
2012-09-11,Jordan,Australia,2.0,1.0,FIFA World Cup qualification,Jordan,Jordan,1580.0,1758.0
2012-09-11,Lebanon,Iran,1.0,0.0,FIFA World Cup qualification,Lebanon,Lebanon,1360.0,1679.0
2012-09-11,Liberia,Ghana,2.0,0.0,Friendly,Liberia,Liberia,1315.0,1661.0
2012-09-11,Malaysia,Vietnam,0.0,2.0,Friendly,Vietnam,Malaysia,1214.0,1308.0
2012-09-11,Mexico,Costa Rica,1.0,0.0,FIFA World Cup qualification,Mexico,Mexico,1907.0,1636.0
2012-09-11,New Zealand,Solomon Islands,6.0,1.0,FIFA World Cup qualification,New Zealand,New Zealand,1551.0,1265.0
2012-09-11,Northern Ireland,Luxembourg,1.0,1.0,FIFA World Cup qualification,Draw,Northern Ireland,1432.0,1162.0
2012-09-11,Norway,Slovenia,2.0,1.0,FIFA World Cup qualification,Norway,Norway,1712.0,1625.0
2012-09-11,Panama,Canada,2.0,0.0,FIFA World Cup qualification,Panama,Panama,1705.0,1603.0
2012-09-11,Paraguay,Venezuela,0.0,2.0,FIFA World Cup qualification,Venezuela,Paraguay,1708.0,1727.0
2012-09-11,Peru,Argentina,1.0,1.0,FIFA World Cup qualification,Draw,Peru,1728.0,1978.0
2012-09-11,Portugal,Azerbaijan,3.0,0.0,FIFA World Cup qualification,Portugal,Portugal,1949.0,1401.0
2012-09-11,Romania,Andorra,4.0,0.0,FIFA World Cup qualification,Romania,Romania,1743.0,1000.0
2012-09-11,San Marino,Montenegro,0.0,6.0,FIFA World Cup qualification,Montenegro,San Marino,889.0,1646.0
2012-09-11,Scotland,North Macedonia,1.0,1.0,FIFA World Cup qualification,Draw,Scotland,1688.0,1546.0
2012-09-11,Serbia,Wales,6.0,1.0,FIFA World Cup qualification,Serbia,Serbia,1732.0,1564.0
2012-09-11,Slovakia,Liechtenstein,2.0,0.0,FIFA World Cup qualification,Slovakia,Slovakia,1613.0,1217.0
2012-09-11,South Africa,Mozambique,2.0,0.0,Friendly,South Africa,South Africa,1577.0,1345.0
2012-09-11,Sweden,Kazakhstan,2.0,0.0,FIFA World Cup qualification,Sweden,Sweden,1878.0,1338.0
2012-09-11,Switzerland,Albania,2.0,0.0,FIFA World Cup qualification,Switzerland,Switzerland,1820.0,1511.0
2012-09-11,Tahiti,New Caledonia,0.0,4.0,FIFA World Cup qualification,New Caledonia,Tahiti,1249.0,1356.0
2012-09-11,United Arab Emirates,Kuwait,3.0,0.0,Friendly,United Arab Emirates,United Arab Emirates,1440.0,1524.0
2012-09-11,Uruguay,Ecuador,1.0,1.0,FIFA World Cup qualification,Draw,Uruguay,1918.0,1825.0
2012-09-11,United States,Jamaica,1.0,0.0,FIFA World Cup qualification,United States,United States,1751.0,1601.0
2012-09-12,Thailand,Laos,2.0,1.0,Friendly,Thailand,Thailand,1375.0,847.0
2012-09-19,Brazil,Argentina,2.0,1.0,Superclásico de las Américas,Brazil,Brazil,2057.0,1978.0
2012-09-20,Nepal,Bangladesh,1.0,1.0,Friendly,Draw,Nepal,979.0,956.0
2012-09-23,Aruba,Dominican Republic,2.0,2.0,CFU Caribbean Cup qualification,Draw,Neutral,998.0,1119.0
2012-09-23,Barbados,Dominica,1.0,0.0,CFU Caribbean Cup qualification,Barbados,Barbados,1178.0,1081.0
2012-09-25,Barbados,Dominican Republic,0.0,1.0,CFU Caribbean Cup qualification,Dominican Republic,Barbados,1178.0,1119.0
2012-09-25,Dominica,Aruba,3.0,2.0,CFU Caribbean Cup qualification,Dominica,Neutral,1081.0,998.0
2012-09-25,Philippines,Guam,1.0,0.0,Philippine Peace Cup,Philippines,Philippines,1195.0,602.0
2012-09-26,New Caledonia,Tahiti,0.0,1.0,Coupe de l'Outre-Mer,Tahiti,Neutral,1356.0,1249.0
2012-09-27,Barbados,Aruba,2.0,1.0,CFU Caribbean Cup qualification,Barbados,Barbados,1178.0,998.0
2012-09-27,Dominican Republic,Dominica,2.0,1.0,CFU Caribbean Cup qualification,Dominican Republic,Neutral,1119.0,1081.0
2012-09-28,Oman,Yemen,2.0,1.0,Friendly,Oman,Oman,1490.0,1253.0
2012-10-05,Cambodia,East Timor,1.0,5.0,AFF Championship qualification,East Timor,Neutral,780.0,682.0
2012-10-07,Myanmar,East Timor,2.0,1.0,AFF Championship qualification,Myanmar,Myanmar,1016.0,682.0
2012-10-07,Laos,Cambodia,1.0,0.0,AFF Championship qualification,Laos,Neutral,847.0,780.0
2012-10-09,East Timor,Laos,3.0,1.0,AFF Championship qualification,East Timor,Neutral,682.0,847.0
2012-10-11,Brazil,Iraq,6.0,0.0,Friendly,Brazil,Neutral,2057.0,1606.0
2012-10-11,Myanmar,Cambodia,3.0,0.0,AFF Championship qualification,Myanmar,Myanmar,1016.0,780.0
2012-10-11,Kuwait,Syria,1.0,1.0,Friendly,Draw,Neutral,1524.0,1536.0
2012-10-12,Albania,Iceland,1.0,2.0,FIFA World Cup qualification,Iceland,Albania,1511.0,1467.0
2012-10-12,Antigua and Barbuda,United States,1.0,2.0,FIFA World Cup qualification,United States,Antigua and Barbuda,1274.0,1751.0
2012-10-12,Argentina,Uruguay,3.0,0.0,FIFA World Cup qualification,Argentina,Argentina,1978.0,1918.0
2012-10-12,Armenia,Italy,1.0,3.0,FIFA World Cup qualification,Italy,Armenia,1532.0,1901.0
2012-10-12,Bahrain,Philippines,0.0,0.0,Friendly,Draw,Bahrain,1580.0,1195.0
2012-10-12,Belarus,Spain,0.0,4.0,FIFA World Cup qualification,Spain,Belarus,1565.0,2157.0
2012-10-12,Bolivia,Peru,1.0,1.0,FIFA World Cup qualification,Draw,Bolivia,1538.0,1728.0
2012-10-12,Bulgaria,Denmark,1.0,1.0,FIFA World Cup qualification,Draw,Bulgaria,1660.0,1811.0
2012-10-12,Canada,Cuba,3.0,0.0,FIFA World Cup qualification,Canada,Canada,1603.0,1335.0
2012-10-12,Colombia,Paraguay,2.0,0.0,FIFA World Cup qualification,Colombia,Colombia,1883.0,1708.0
2012-10-12,Ecuador,Chile,3.0,1.0,FIFA World Cup qualification,Ecuador,Ecuador,1825.0,1864.0
2012-10-12,Egypt,Congo,3.0,0.0,Friendly,Egypt,Neutral,1748.0,1391.0
2012-10-12,El Salvador,Costa Rica,0.0,1.0,FIFA World Cup qualification,Costa Rica,El Salvador,1560.0,1636.0
2012-10-12,England,San Marino,5.0,0.0,FIFA World Cup qualification,England,England,1975.0,889.0
2012-10-12,Estonia,Hungary,0.0,1.0,FIFA World Cup qualification,Hungary,Estonia,1502.0,1668.0
2012-10-12,Faroe Islands,Sweden,1.0,2.0,FIFA World Cup qualification,Sweden,Faroe Islands,1222.0,1878.0
2012-10-12,Finland,Georgia,1.0,1.0,FIFA World Cup qualification,Draw,Finland,1627.0,1516.0
2012-10-12,France,Japan,0.0,1.0,Friendly,Japan,France,1874.0,1801.0
2012-10-12,Greece,Bosnia and Herzegovina,0.0,0.0,FIFA World Cup qualification,Draw,Greece,1806.0,1720.0
2012-10-12,Guatemala,Jamaica,2.0,1.0,FIFA World Cup qualification,Guatemala,Guatemala,1540.0,1601.0
2012-10-12,Guyana,Mexico,0.0,5.0,FIFA World Cup qualification,Mexico,Neutral,1338.0,1907.0
2012-10-12,Kazakhstan,Austria,0.0,0.0,FIFA World Cup qualification,Draw,Kazakhstan,1338.0,1616.0
2012-10-12,Lesotho,Eswatini,2.0,1.0,Friendly,Lesotho,Lesotho,1135.0,1255.0
2012-10-12,Liechtenstein,Lithuania,0.0,2.0,FIFA World Cup qualification,Lithuania,Liechtenstein,1217.0,1466.0
2012-10-12,Luxembourg,Israel,0.0,6.0,FIFA World Cup qualification,Israel,Luxembourg,1162.0,1619.0
2012-10-12,North Macedonia,Croatia,1.0,2.0,FIFA World Cup qualification,Croatia,North Macedonia,1546.0,1866.0
2012-10-12,Netherlands,Andorra,3.0,0.0,FIFA World Cup qualification,Netherlands,Netherlands,1972.0,1000.0
2012-10-12,Panama,Honduras,0.0,0.0,FIFA World Cup qualification,Draw,Panama,1705.0,1643.0
2012-10-12,Poland,South Africa,1.0,0.0,Friendly,Poland,Poland,1693.0,1577.0
2012-10-12,Russia,Portugal,1.0,0.0,FIFA World Cup qualification,Russia,Russia,1873.0,1949.0
2012-10-12,Serbia,Belgium,0.0,3.0,FIFA World Cup qualification,Belgium,Serbia,1732.0,1737.0
2012-10-12,Slovakia,Latvia,2.0,1.0,FIFA World Cup qualification,Slovakia,Slovakia,1613.0,1515.0
2012-10-12,Slovenia,Cyprus,2.0,1.0,FIFA World Cup qualification,Slovenia,Slovenia,1625.0,1462.0
2012-10-12,Solomon Islands,New Caledonia,2.0,6.0,FIFA World Cup qualification,New Caledonia,Solomon Islands,1265.0,1356.0
2012-10-12,Switzerland,Norway,1.0,1.0,FIFA World Cup qualification,Draw,Switzerland,1820.0,1712.0
2012-10-12,Tahiti,New Zealand,0.0,2.0,FIFA World Cup qualification,New Zealand,Tahiti,1249.0,1551.0
2012-10-12,United Arab Emirates,Uzbekistan,2.0,2.0,Friendly,Draw,United Arab Emirates,1440.0,1611.0
2012-10-12,Wales,Scotland,2.0,1.0,FIFA World Cup qualification,Wales,Wales,1564.0,1688.0
2012-10-13,Myanmar,Laos,0.0,0.0,AFF Championship qualification,Draw,Myanmar,1016.0,847.0
2012-10-13,Namibia,Rwanda,0.0,0.0,Friendly,Draw,Namibia,1302.0,1460.0
2012-10-13,Botswana,Mali,1.0,4.0,African Cup of Nations qualification,Mali,Botswana,1437.0,1523.0
2012-10-13,Malawi,Ghana,0.0,1.0,African Cup of Nations qualification,Ghana,Malawi,1376.0,1661.0
2012-10-13,Nigeria,Liberia,6.0,1.0,African Cup of Nations qualification,Nigeria,Nigeria,1655.0,1315.0
2012-10-13,Uganda,Zambia,1.0,0.0,African Cup of Nations qualification,Uganda,Uganda,1561.0,1550.0
2012-10-13,Morocco,Mozambique,4.0,0.0,African Cup of Nations qualification,Morocco,Morocco,1542.0,1345.0
2012-10-13,Tunisia,Sierra Leone,0.0,0.0,African Cup of Nations qualification,Draw,Tunisia,1579.0,1304.0
2012-10-14,Lesotho,Eswatini,0.0,1.0,Friendly,Eswatini,Lesotho,1135.0,1255.0
2012-10-14,Saudi Arabia,Congo,3.0,2.0,Friendly,Saudi Arabia,Saudi Arabia,1475.0,1391.0
2012-10-14,Trinidad and Tobago,Anguilla,10.0,0.0,CFU Caribbean Cup qualification,Trinidad and Tobago,Neutral,1489.0,497.0
2012-10-14,Angola,Zimbabwe,2.0,0.0,African Cup of Nations qualification,Angola,Angola,1435.0,1347.0
2012-10-14,Niger,Guinea,2.0,0.0,African Cup of Nations qualification,Niger,Niger,1298.0,1545.0
2012-10-14,Ethiopia,Sudan,2.0,0.0,African Cup of Nations qualification,Ethiopia,Ethiopia,1285.0,1333.0
2012-10-14,Algeria,Libya,2.0,0.0,African Cup of Nations qualification,Algeria,Algeria,1500.0,1530.0
2012-10-14,Togo,Gabon,2.0,1.0,African Cup of Nations qualification,Togo,Togo,1356.0,1559.0
2012-10-14,Burkina Faso,Central African Republic,3.0,1.0,African Cup of Nations qualification,Burkina Faso,Burkina Faso,1443.0,1231.0
2012-10-16,Albania,Slovenia,1.0,0.0,FIFA World Cup qualification,Albania,Albania,1511.0,1625.0
2012-10-16,Andorra,Estonia,0.0,1.0,FIFA World Cup qualification,Estonia,Andorra,1000.0,1502.0
2012-10-16,Austria,Kazakhstan,4.0,0.0,FIFA World Cup qualification,Austria,Austria,1616.0,1338.0
2012-10-16,Belarus,Georgia,2.0,0.0,FIFA World Cup qualification,Belarus,Belarus,1565.0,1516.0
2012-10-16,Belgium,Scotland,2.0,0.0,FIFA World Cup qualification,Belgium,Belgium,1737.0,1688.0
2012-10-16,Bolivia,Uruguay,4.0,1.0,FIFA World Cup qualification,Bolivia,Bolivia,1538.0,1918.0
2012-10-16,Bosnia and Herzegovina,Lithuania,3.0,0.0,FIFA World Cup qualification,Bosnia and Herzegovina,Bosnia and Herzegovina,1720.0,1466.0
2012-10-16,Chile,Argentina,1.0,2.0,FIFA World Cup qualification,Argentina,Chile,1864.0,1978.0
2012-10-16,Colombia,Cameroon,3.0,0.0,Friendly,Colombia,Colombia,1883.0,1656.0
2012-10-16,Costa Rica,Guyana,7.0,0.0,FIFA World Cup qualification,Costa Rica,Costa Rica,1636.0,1338.0
2012-10-16,Croatia,Wales,2.0,0.0,FIFA World Cup qualification,Croatia,Croatia,1866.0,1564.0
2012-10-16,Cuba,Panama,1.0,1.0,FIFA World Cup qualification,Draw,Cuba,1335.0,1705.0
2012-10-16,Cyprus,Norway,1.0,3.0,FIFA World Cup qualification,Norway,Cyprus,1462.0,1712.0
2012-10-16,Egypt,Tunisia,0.0,1.0,Friendly,Tunisia,Neutral,1748.0,1579.0
2012-10-16,Germany,Sweden,4.0,4.0,FIFA World Cup qualification,Draw,Germany,2044.0,1878.0
2012-10-16,Honduras,Canada,8.0,1.0,FIFA World Cup qualification,Honduras,Honduras,1643.0,1603.0
2012-10-16,Hong Kong,Malaysia,0.0,3.0,Friendly,Malaysia,Hong Kong,1206.0,1214.0
2012-10-16,Iceland,Switzerland,0.0,2.0,FIFA World Cup qualification,Switzerland,Iceland,1467.0,1820.0
2012-10-16,Iraq,Australia,1.0,2.0,FIFA World Cup qualification,Australia,Neutral,1606.0,1758.0
2012-10-16,Israel,Luxembourg,3.0,0.0,FIFA World Cup qualification,Israel,Israel,1619.0,1162.0
2012-10-16,Italy,Denmark,3.0,1.0,FIFA World Cup qualification,Italy,Italy,1901.0,1811.0
2012-10-16,Jamaica,Antigua and Barbuda,4.0,1.0,FIFA World Cup qualification,Jamaica,Jamaica,1601.0,1274.0
2012-10-16,Japan,Brazil,0.0,4.0,Friendly,Brazil,Neutral,1801.0,2057.0
2012-10-16,Kenya,South Africa,1.0,2.0,Friendly,South Africa,Kenya,1356.0,1577.0
2012-10-16,Kuwait,Philippines,2.0,1.0,Friendly,Kuwait,Kuwait,1524.0,1195.0
2012-10-16,Latvia,Liechtenstein,2.0,0.0,FIFA World Cup qualification,Latvia,Latvia,1515.0,1217.0
2012-10-16,Lebanon,Yemen,2.0,1.0,Friendly,Lebanon,Lebanon,1360.0,1253.0
2012-10-16,North Macedonia,Serbia,1.0,0.0,FIFA World Cup qualification,North Macedonia,North Macedonia,1546.0,1732.0
2012-10-16,Mexico,El Salvador,2.0,0.0,FIFA World Cup qualification,Mexico,Mexico,1907.0,1560.0
2012-10-16,New Caledonia,Solomon Islands,5.0,0.0,FIFA World Cup qualification,New Caledonia,New Caledonia,1356.0,1265.0
2012-10-16,New Zealand,Tahiti,3.0,0.0,FIFA World Cup qualification,New Zealand,New Zealand,1551.0,1249.0
2012-10-16,Oman,Jordan,2.0,1.0,FIFA World Cup qualification,Oman,Oman,1490.0,1580.0
2012-10-16,Paraguay,Peru,1.0,0.0,FIFA World Cup qualification,Paraguay,Paraguay,1708.0,1728.0
2012-10-16,Portugal,Northern Ireland,1.0,1.0,FIFA World Cup qualification,Draw,Portugal,1949.0,1432.0
2012-10-16,Qatar,Uzbekistan,0.0,1.0,FIFA World Cup qualification,Uzbekistan,Qatar,1492.0,1611.0
2012-10-16,Romania,Netherlands,1.0,4.0,FIFA World Cup qualification,Netherlands,Romania,1743.0,1972.0
2012-10-16,Russia,Azerbaijan,1.0,0.0,FIFA World Cup qualification,Russia,Russia,1873.0,1401.0
2012-10-16,Singapore,India,2.0,0.0,Friendly,Singapore,Singapore,1250.0,1156.0
2012-10-16,Slovakia,Greece,0.0,1.0,FIFA World Cup qualification,Greece,Slovakia,1613.0,1806.0
2012-10-16,Spain,France,1.0,1.0,FIFA World Cup qualification,Draw,Spain,2157.0,1874.0
2012-10-16,Ukraine,Montenegro,0.0,1.0,FIFA World Cup qualification,Montenegro,Ukraine,1743.0,1646.0
2012-10-16,United Arab Emirates,Bahrain,6.0,2.0,Friendly,United Arab Emirates,United Arab Emirates,1440.0,1580.0
2012-10-16,United States,Guatemala,3.0,1.0,FIFA World Cup qualification,United States,United States,1751.0,1540.0
2012-10-16,Venezuela,Ecuador,1.0,1.0,FIFA World Cup qualification,Draw,Venezuela,1727.0,1825.0
2012-10-16,Vietnam,Indonesia,0.0,0.0,Friendly,Draw,Vietnam,1308.0,1268.0
2012-10-17,Poland,England,1.0,1.0,FIFA World Cup qualification,Draw,Poland,1693.0,1975.0
2012-10-21,Saint Lucia,Curaçao,5.0,1.0,CFU Caribbean Cup qualification,Saint Lucia,Saint Lucia,1024.0,1083.0
2012-10-23,Curaçao,Guyana,1.0,2.0,CFU Caribbean Cup qualification,Guyana,Neutral,1083.0,1338.0
2012-10-24,Vietnam,Turkmenistan,0.0,1.0,VFF Cup,Turkmenistan,Vietnam,1308.0,1422.0
2012-10-25,Saint Vincent and the Grenadines,Curaçao,4.0,0.0,CFU Caribbean Cup qualification,Saint Vincent and the Grenadines,Neutral,1230.0,1083.0
2012-10-26,Vietnam,Laos,4.0,0.0,VFF Cup,Vietnam,Vietnam,1308.0,847.0
2012-10-27,Puerto Rico,Dominican Republic,1.0,3.0,CFU Caribbean Cup qualification,Dominican Republic,Neutral,1119.0,1119.0
2012-10-28,Laos,Turkmenistan,2.0,4.0,VFF Cup,Turkmenistan,Neutral,847.0,1422.0
2012-11-03,Vietnam,Malaysia,1.0,0.0,Friendly,Vietnam,Vietnam,1308.0,1214.0
2012-11-06,Iran,Tajikistan,6.0,1.0,Friendly,Iran,Iran,1679.0,1249.0
2012-11-07,Thailand,Malaysia,2.0,0.0,Friendly,Thailand,Thailand,1375.0,1214.0
2012-11-08,Bahrain,Jordan,3.0,0.0,Friendly,Bahrain,Bahrain,1580.0,1580.0
2012-11-08,Oman,Estonia,1.0,2.0,Friendly,Estonia,Oman,1490.0,1502.0
2012-11-11,Eswatini,Lesotho,0.0,0.0,Friendly,Draw,Eswatini,1255.0,1135.0
2012-11-14,Albania,Cameroon,0.0,0.0,Friendly,Draw,Neutral,1511.0,1656.0
2012-11-14,Algeria,Bosnia and Herzegovina,0.0,1.0,Friendly,Bosnia and Herzegovina,Algeria,1500.0,1720.0
2012-11-14,Andorra,Iceland,0.0,2.0,Friendly,Iceland,Andorra,1000.0,1467.0
2012-11-14,Angola,Congo,1.0,1.0,Friendly,Draw,Neutral,1435.0,1391.0
2012-11-14,Armenia,Lithuania,4.0,2.0,Friendly,Armenia,Armenia,1532.0,1466.0
2012-11-14,Bolivia,Costa Rica,1.0,1.0,Friendly,Draw,Bolivia,1538.0,1636.0
2012-11-14,Brazil,Colombia,1.0,1.0,Friendly,Draw,Neutral,2057.0,1883.0
2012-11-14,Bulgaria,Ukraine,0.0,1.0,Friendly,Ukraine,Bulgaria,1660.0,1743.0
2012-11-14,Cuba,Suriname,5.0,0.0,CFU Caribbean Cup qualification,Cuba,Neutral,1335.0,1218.0
2012-11-14,Cyprus,Finland,0.0,3.0,Friendly,Finland,Cyprus,1462.0,1627.0
2012-11-14,Gabon,Portugal,2.0,2.0,Friendly,Draw,Gabon,1559.0,1949.0
2012-11-14,Georgia,Egypt,0.0,0.0,Friendly,Draw,Georgia,1516.0,1748.0
2012-11-14,Haiti,Guyana,1.0,0.0,CFU Caribbean Cup qualification,Haiti,Neutral,1428.0,1338.0
2012-11-14,Honduras,Peru,0.0,0.0,Friendly,Draw,Neutral,1643.0,1728.0
2012-11-14,Hungary,Norway,0.0,2.0,Friendly,Norway,Hungary,1668.0,1712.0
2012-11-14,Indonesia,East Timor,1.0,0.0,Friendly,Indonesia,Indonesia,1268.0,682.0
2012-11-14,Iran,Uzbekistan,0.0,1.0,FIFA World Cup qualification,Uzbekistan,Iran,1679.0,1611.0
2012-11-14,Iraq,Jordan,1.0,0.0,FIFA World Cup qualification,Iraq,Neutral,1606.0,1580.0
2012-11-14,Israel,Belarus,1.0,2.0,Friendly,Belarus,Israel,1619.0,1565.0
2012-11-14,Italy,France,1.0,2.0,Friendly,France,Italy,1901.0,1874.0
2012-11-14,Kuwait,Bahrain,1.0,1.0,Friendly,Draw,Kuwait,1524.0,1580.0
2012-11-14,Liechtenstein,Malta,0.0,1.0,Friendly,Malta,Liechtenstein,1217.0,1229.0
2012-11-14,Luxembourg,Scotland,1.0,2.0,Friendly,Scotland,Luxembourg,1162.0,1688.0
2012-11-14,North Macedonia,Slovenia,3.0,2.0,Friendly,North Macedonia,North Macedonia,1546.0,1625.0
2012-11-14,Malaysia,Hong Kong,1.0,1.0,Friendly,Draw,Malaysia,1214.0,1206.0
2012-11-14,Montenegro,San Marino,3.0,0.0,FIFA World Cup qualification,Montenegro,Montenegro,1646.0,889.0
2012-11-14,Morocco,Togo,0.0,1.0,Friendly,Togo,Morocco,1542.0,1356.0
2012-11-14,Netherlands,Germany,0.0,0.0,Friendly,Draw,Netherlands,1972.0,2044.0
2012-11-14,Niger,Senegal,1.0,1.0,Friendly,Draw,Niger,1298.0,1524.0
2012-11-14,Northern Ireland,Azerbaijan,1.0,1.0,FIFA World Cup qualification,Draw,Northern Ireland,1432.0,1401.0
2012-11-14,Oman,Japan,1.0,2.0,FIFA World Cup qualification,Japan,Oman,1490.0,1801.0
2012-11-14,Panama,Spain,1.0,5.0,Friendly,Spain,Panama,1705.0,2157.0
2012-11-14,Paraguay,Guatemala,3.0,1.0,Friendly,Paraguay,Paraguay,1708.0,1540.0
2012-11-14,Poland,Uruguay,1.0,3.0,Friendly,Uruguay,Poland,1693.0,1918.0
2012-11-14,Qatar,Lebanon,1.0,0.0,FIFA World Cup qualification,Qatar,Qatar,1492.0,1360.0
2012-11-14,Romania,Belgium,2.0,1.0,Friendly,Romania,Romania,1743.0,1737.0
2012-11-14,Russia,United States,2.0,2.0,Friendly,Draw,Russia,1873.0,1751.0
2012-11-14,Rwanda,Namibia,2.0,2.0,Friendly,Draw,Rwanda,1460.0,1302.0
2012-11-14,Saudi Arabia,Argentina,0.0,0.0,Friendly,Draw,Saudi Arabia,1475.0,1978.0
2012-11-14,Serbia,Chile,3.0,1.0,Friendly,Serbia,Neutral,1732.0,1864.0
2012-11-14,South Africa,Zambia,0.0,1.0,Friendly,Zambia,South Africa,1577.0,1550.0
2012-11-14,Sweden,England,4.0,2.0,Friendly,Sweden,Sweden,1878.0,1975.0
2012-11-14,Tanzania,Kenya,1.0,0.0,Friendly,Tanzania,Tanzania,1346.0,1356.0
2012-11-14,Thailand,Bhutan,5.0,0.0,Friendly,Thailand,Thailand,1375.0,572.0
2012-11-14,Tunisia,Switzerland,1.0,2.0,Friendly,Switzerland,Tunisia,1579.0,1820.0
2012-11-14,United Arab Emirates,Estonia,2.0,1.0,Friendly,United Arab Emirates,United Arab Emirates,1440.0,1502.0
2012-11-14,Venezuela,Nigeria,1.0,3.0,Friendly,Nigeria,Neutral,1727.0,1655.0
2012-11-15,Philippines,Singapore,1.0,0.0,Friendly,Philippines,Philippines,1195.0,1250.0
2012-11-16,Trinidad and Tobago,Suriname,3.0,0.0,CFU Caribbean Cup qualification,Trinidad and Tobago,Trinidad and Tobago,1489.0,1218.0
2012-11-17,Indonesia,Cameroon,0.0,0.0,Friendly,Draw,Indonesia,1268.0,1656.0
2012-11-17,Palestine,Syria,1.0,1.0,Friendly,Draw,Neutral,1289.0,1536.0
2012-11-17,Thailand,Bangladesh,5.0,0.0,Friendly,Thailand,Thailand,1375.0,956.0
2012-11-19,Singapore,Pakistan,4.0,0.0,Friendly,Singapore,Singapore,1250.0,889.0
2012-11-20,Malaysia,Bangladesh,1.0,1.0,Friendly,Draw,Malaysia,1214.0,956.0
2012-11-20,Palestine,Syria,2.0,1.0,Friendly,Palestine,Neutral,1289.0,1536.0
