date,home_team,away_team,home_score,away_score,tournament,winner,venue,home_team_elo,away_team_elo
2024-11-14,Solomon Islands,New Caledonia,2.0,3.0,FIFA World Cup qualification,New Caledonia,Neutral,1195.0,1180.0
2024-11-14,Papua New Guinea,Fiji,3.0,3.0,FIFA World Cup qualification,Draw,Papua New Guinea,1173.0,1221.0
2024-11-14,Qatar,Uzbekistan,3.0,2.0,FIFA World Cup qualification,Qatar,Qatar,1638.0,1667.0
2024-11-14,United Arab Emirates,Kyrgyzstan,3.0,0.0,FIFA World Cup qualification,United Arab Emirates,United Arab Emirates,1504.0,1266.0
2024-11-14,Iraq,Jordan,0.0,0.0,FIFA World Cup qualification,Draw,Iraq,1640.0,1599.0
2024-11-14,Oman,Palestine,1.0,0.0,FIFA World Cup qualification,Oman,Oman,1526.0,1417.0
2024-11-14,Australia,Saudi Arabia,0.0,0.0,FIFA World Cup qualification,Draw,Australia,1767.0,1621.0
2024-11-14,Madagascar,Tunisia,2.0,3.0,African Cup of Nations qualification,Tunisia,Neutral,1325.0,1731.0
2024-11-14,Lesotho,Central African Republic,1.0,0.0,African Cup of Nations qualification,Lesotho,Neutral,1203.0,1328.0
2024-11-14,Rwanda,Libya,0.0,1.0,African Cup of Nations qualification,Libya,Rwanda,1271.0,1347.0
2024-11-14,Benin,Nigeria,1.0,1.0,African Cup of Nations qualification,Draw,Neutral,1476.0,1657.0
2024-11-14,Equatorial Guinea,Algeria,0.0,0.0,African Cup of Nations qualification,Draw,Equatorial Guinea,1522.0,1712.0
2024-11-14,Niger,Sudan,4.0,0.0,African Cup of Nations qualification,Niger,Neutral,1239.0,1383.0
2024-11-14,South Sudan,Congo,3.0,2.0,African Cup of Nations qualification,South Sudan,South Sudan,1136.0,1261.0
2024-11-14,Burundi,Malawi,0.0,0.0,African Cup of Nations qualification,Draw,Neutral,1311.0,1354.0
2024-11-14,Burkina Faso,Senegal,0.0,1.0,African Cup of Nations qualification,Senegal,Neutral,1549.0,1753.0
2024-11-15,Portugal,Poland,5.0,1.0,UEFA Nations League,Portugal,Portugal,1994.0,1728.0
2024-11-15,Scotland,Croatia,1.0,0.0,UEFA Nations League,Scotland,Scotland,1698.0,1917.0
2024-11-15,Denmark,Spain,1.0,2.0,UEFA Nations League,Spain,Denmark,1858.0,2160.0
2024-11-15,Switzerland,Serbia,1.0,1.0,UEFA Nations League,Draw,Switzerland,1827.0,1812.0
2024-11-15,Cyprus,Lithuania,2.0,1.0,UEFA Nations League,Cyprus,Cyprus,1299.0,1308.0
2024-11-15,Romania,Kosovo,0.0,0.0,UEFA Nations League,Draw,Romania,1723.0,1527.0
2024-11-15,Northern Ireland,Belarus,2.0,0.0,UEFA Nations League,Northern Ireland,Northern Ireland,1518.0,1467.0
2024-11-15,Luxembourg,Bulgaria,0.0,1.0,UEFA Nations League,Bulgaria,Luxembourg,1470.0,1493.0
2024-11-15,San Marino,Gibraltar,1.0,1.0,UEFA Nations League,Draw,San Marino,777.0,1051.0
2024-11-15,Saint Lucia,Grenada,0.0,4.0,CONCACAF Nations League,Grenada,Neutral,1140.0,1070.0
2024-11-15,Puerto Rico,Aruba,5.0,1.0,CONCACAF Nations League,Puerto Rico,Puerto Rico,1141.0,943.0
2024-11-15,Barbados,Guyana,1.0,4.0,CONCACAF Nations League,Guyana,Barbados,955.0,1251.0
2024-11-15,Honduras,Mexico,2.0,0.0,CONCACAF Nations League,Honduras,Honduras,1538.0,1826.0
2024-11-15,Suriname,Canada,0.0,1.0,CONCACAF Nations League,Canada,Suriname,1338.0,1724.0
2024-11-15,Peru,Chile,0.0,0.0,FIFA World Cup qualification,Draw,Peru,1798.0,1739.0
2024-11-15,Uruguay,Colombia,3.0,2.0,FIFA World Cup qualification,Uruguay,Uruguay,1914.0,2014.0
2024-11-15,Samoa,Tahiti,0.0,3.0,FIFA World Cup qualification,Tahiti,Neutral,734.0,1147.0
2024-11-15,New Zealand,Vanuatu,8.0,1.0,FIFA World Cup qualification,New Zealand,New Zealand,1522.0,1056.0
2024-11-15,Indonesia,Japan,0.0,4.0,FIFA World Cup qualification,Japan,Indonesia,1397.0,1852.0
2024-11-15,Gambia,Comoros,1.0,2.0,African Cup of Nations qualification,Comoros,Neutral,1443.0,1340.0
2024-11-15,Gabon,Morocco,1.0,5.0,African Cup of Nations qualification,Morocco,Gabon,1494.0,1782.0
2024-11-15,Botswana,Mauritania,1.0,1.0,African Cup of Nations qualification,Draw,Botswana,1326.0,1372.0
2024-11-15,Angola,Ghana,1.0,1.0,African Cup of Nations qualification,Draw,Angola,1581.0,1499.0
2024-11-15,Eswatini,Guinea-Bissau,1.0,1.0,African Cup of Nations qualification,Draw,Neutral,1269.0,1411.0
2024-11-15,Mozambique,Mali,0.0,1.0,African Cup of Nations qualification,Mali,Mozambique,1311.0,1631.0
2024-11-15,Zimbabwe,Kenya,1.0,1.0,African Cup of Nations qualification,Draw,Neutral,1333.0,1371.0
2024-11-15,Uganda,South Africa,0.0,2.0,African Cup of Nations qualification,South Africa,Uganda,1389.0,1563.0
2024-11-16,Germany,Bosnia and Herzegovina,7.0,0.0,UEFA Nations League,Germany,Germany,1950.0,1477.0
2024-11-16,Netherlands,Hungary,4.0,0.0,UEFA Nations League,Netherlands,Netherlands,2003.0,1791.0
2024-11-16,Georgia,Ukraine,1.0,1.0,UEFA Nations League,Draw,Georgia,1650.0,1857.0
2024-11-16,Montenegro,Iceland,0.0,2.0,UEFA Nations League,Iceland,Montenegro,1516.0,1574.0
2024-11-16,Azerbaijan,Estonia,0.0,0.0,UEFA Nations League,Draw,Azerbaijan,1399.0,1357.0
2024-11-16,Sweden,Slovakia,2.0,1.0,UEFA Nations League,Sweden,Sweden,1691.0,1567.0
2024-11-16,Bermuda,Antigua and Barbuda,2.0,1.0,CONCACAF Nations League,Bermuda,Neutral,1145.0,933.0
2024-11-16,Dominican Republic,Dominica,6.0,1.0,CONCACAF Nations League,Dominican Republic,Dominican Republic,1251.0,999.0
2024-11-16,Bangladesh,Maldives,2.0,1.0,Friendly,Bangladesh,Bangladesh,939.0,896.0
2024-11-16,Nepal,Afghanistan,2.0,0.0,Friendly,Nepal,Neutral,894.0,1085.0
2024-11-16,Sri Lanka,Yemen,1.0,0.0,Friendly,Sri Lanka,Neutral,671.0,1092.0
2024-11-16,Ethiopia,Tanzania,0.0,2.0,African Cup of Nations qualification,Tanzania,Neutral,1276.0,1313.0
2024-11-17,Israel,Belgium,1.0,0.0,UEFA Nations League,Israel,Neutral,1556.0,1923.0
2024-11-17,Italy,France,1.0,3.0,UEFA Nations League,France,Italy,1943.0,2014.0
2024-11-17,Finland,Greece,0.0,2.0,UEFA Nations League,Greece,Finland,1621.0,1738.0
2024-11-17,Norway,Kazakhstan,5.0,0.0,UEFA Nations League,Norway,Norway,1747.0,1457.0
2024-11-17,Austria,Slovenia,1.0,1.0,UEFA Nations League,Draw,Austria,1853.0,1777.0
2024-11-17,North Macedonia,Faroe Islands,1.0,0.0,UEFA Nations League,North Macedonia,North Macedonia,1551.0,1248.0
2024-11-17,Latvia,Armenia,1.0,2.0,UEFA Nations League,Armenia,Latvia,1349.0,1470.0
2024-11-17,El Salvador,Montserrat,1.0,0.0,CONCACAF Nations League,El Salvador,El Salvador,1483.0,1003.0
2024-11-17,Thailand,Laos,1.0,1.0,Friendly,Draw,Thailand,1437.0,672.0
2024-11-17,Fiji,New Caledonia,1.0,1.0,FIFA World Cup qualification,Draw,Neutral,1221.0,1180.0
2024-11-17,Papua New Guinea,Solomon Islands,1.0,2.0,FIFA World Cup qualification,Solomon Islands,Papua New Guinea,1173.0,1195.0
2024-11-17,Algeria,Liberia,5.0,1.0,African Cup of Nations qualification,Algeria,Algeria,1712.0,1270.0
2024-11-17,Togo,Equatorial Guinea,3.0,0.0,African Cup of Nations qualification,Togo,Togo,1368.0,1522.0
2024-11-18,Croatia,Portugal,1.0,1.0,UEFA Nations League,Draw,Croatia,1917.0,1994.0
2024-11-18,Poland,Scotland,1.0,2.0,UEFA Nations League,Scotland,Poland,1728.0,1698.0
2024-11-18,Serbia,Denmark,0.0,0.0,UEFA Nations League,Draw,Serbia,1812.0,1858.0
2024-11-18,Spain,Switzerland,3.0,2.0,UEFA Nations League,Spain,Spain,2160.0,1827.0
2024-11-18,Kosovo,Lithuania,1.0,0.0,UEFA Nations League,Kosovo,Kosovo,1527.0,1308.0
2024-11-18,Romania,Cyprus,4.0,1.0,UEFA Nations League,Romania,Romania,1723.0,1299.0
2024-11-18,Luxembourg,Northern Ireland,2.0,2.0,UEFA Nations League,Draw,Luxembourg,1470.0,1518.0
2024-11-18,Bulgaria,Belarus,1.0,1.0,UEFA Nations League,Draw,Bulgaria,1493.0,1467.0
2024-11-18,Liechtenstein,San Marino,1.0,3.0,UEFA Nations League,San Marino,Liechtenstein,977.0,777.0
2024-11-18,Saint Lucia,Curaçao,1.0,4.0,CONCACAF Nations League,Curaçao,Saint Lucia,1140.0,1328.0
2024-11-18,Puerto Rico,Haiti,0.0,3.0,CONCACAF Nations League,Haiti,Puerto Rico,1141.0,1517.0
2024-11-18,Cuba,Saint Kitts and Nevis,4.0,0.0,CONCACAF Nations League,Cuba,Cuba,1305.0,1131.0
2024-11-18,Panama,Costa Rica,2.0,2.0,CONCACAF Nations League,Draw,Panama,1719.0,1661.0
2024-11-18,United States,Jamaica,4.0,2.0,CONCACAF Nations League,United States,United States,1738.0,1610.0
2024-11-18,India,Malaysia,1.0,1.0,Friendly,Draw,India,1175.0,1285.0
2024-11-18,Tahiti,Vanuatu,2.0,0.0,FIFA World Cup qualification,Tahiti,Neutral,1147.0,1056.0
2024-11-18,New Zealand,Samoa,8.0,0.0,FIFA World Cup qualification,New Zealand,New Zealand,1522.0,734.0
2024-11-18,Tunisia,Gambia,0.0,1.0,African Cup of Nations qualification,Gambia,Tunisia,1731.0,1443.0
2024-11-18,Comoros,Madagascar,1.0,0.0,African Cup of Nations qualification,Comoros,Neutral,1340.0,1325.0
2024-11-18,Morocco,Lesotho,7.0,0.0,African Cup of Nations qualification,Morocco,Morocco,1782.0,1203.0
2024-11-18,Central African Republic,Gabon,0.0,1.0,African Cup of Nations qualification,Gabon,Neutral,1328.0,1494.0
2024-11-18,Nigeria,Rwanda,1.0,2.0,African Cup of Nations qualification,Rwanda,Nigeria,1657.0,1271.0
2024-11-18,Libya,Benin,0.0,0.0,African Cup of Nations qualification,Draw,Libya,1347.0,1476.0
2024-11-18,Ghana,Niger,1.0,2.0,African Cup of Nations qualification,Niger,Ghana,1499.0,1239.0
2024-11-18,Sudan,Angola,0.0,0.0,African Cup of Nations qualification,Draw,Neutral,1383.0,1581.0
2024-11-18,Malawi,Burkina Faso,3.0,0.0,African Cup of Nations qualification,Malawi,Malawi,1354.0,1549.0
2024-11-19,Bosnia and Herzegovina,Netherlands,1.0,1.0,UEFA Nations League,Draw,Bosnia and Herzegovina,1477.0,2003.0
2024-11-19,Hungary,Germany,1.0,1.0,UEFA Nations League,Draw,Hungary,1791.0,1950.0
2024-11-19,Albania,Ukraine,1.0,2.0,UEFA Nations League,Ukraine,Albania,1616.0,1857.0
2024-11-19,Wales,Iceland,4.0,1.0,UEFA Nations League,Wales,Wales,1701.0,1574.0
2024-11-19,Slovakia,Estonia,1.0,0.0,UEFA Nations League,Slovakia,Slovakia,1567.0,1357.0
2024-11-19,Sweden,Azerbaijan,6.0,0.0,UEFA Nations League,Sweden,Sweden,1691.0,1399.0
2024-11-19,Malta,Andorra,0.0,0.0,UEFA Nations League,Draw,Malta,1258.0,1115.0
2024-11-19,Antigua and Barbuda,Dominica,0.0,0.0,CONCACAF Nations League,Draw,Neutral,933.0,999.0
2024-11-19,Dominican Republic,Bermuda,6.0,1.0,CONCACAF Nations League,Dominican Republic,Dominican Republic,1251.0,1145.0
2024-11-19,Guyana,Barbados,5.0,3.0,CONCACAF Nations League,Guyana,Guyana,1251.0,955.0
2024-11-19,Canada,Suriname,3.0,0.0,CONCACAF Nations League,Canada,Canada,1724.0,1338.0
2024-11-19,Mexico,Honduras,4.0,0.0,CONCACAF Nations League,Mexico,Mexico,1826.0,1538.0
2024-11-19,Hong Kong,Mauritius,1.0,0.0,Friendly,Hong Kong,Hong Kong,1060.0,1029.0
2024-11-19,Myanmar,Lebanon,2.0,3.0,Friendly,Lebanon,Myanmar,904.0,1284.0
2024-11-19,Russia,Syria,4.0,0.0,Friendly,Russia,Russia,1773.0,1441.0
2024-11-19,Sri Lanka,Yemen,0.0,2.0,Friendly,Yemen,Neutral,671.0,1092.0
2024-11-19,Tajikistan,Afghanistan,3.0,1.0,Friendly,Tajikistan,Tajikistan,1380.0,1085.0
2024-11-19,Bolivia,Paraguay,2.0,2.0,FIFA World Cup qualification,Draw,Bolivia,1590.0,1703.0
2024-11-19,Colombia,Ecuador,0.0,1.0,FIFA World Cup qualification,Ecuador,Colombia,2014.0,1886.0
2024-11-19,Argentina,Peru,1.0,0.0,FIFA World Cup qualification,Argentina,Argentina,2159.0,1798.0
2024-11-19,Chile,Venezuela,4.0,2.0,FIFA World Cup qualification,Chile,Chile,1739.0,1750.0
2024-11-19,Brazil,Uruguay,1.0,1.0,FIFA World Cup qualification,Draw,Brazil,2090.0,1914.0
2024-11-19,Kyrgyzstan,Iran,2.0,3.0,FIFA World Cup qualification,Iran,Kyrgyzstan,1266.0,1816.0
2024-11-19,United Arab Emirates,Qatar,5.0,0.0,FIFA World Cup qualification,United Arab Emirates,United Arab Emirates,1504.0,1638.0
2024-11-19,Oman,Iraq,0.0,1.0,FIFA World Cup qualification,Iraq,Oman,1526.0,1640.0
2024-11-19,Kuwait,Jordan,1.0,1.0,FIFA World Cup qualification,Draw,Kuwait,1345.0,1599.0
2024-11-19,Bahrain,Australia,2.0,2.0,FIFA World Cup qualification,Draw,Bahrain,1461.0,1767.0
2024-11-19,Indonesia,Saudi Arabia,2.0,0.0,FIFA World Cup qualification,Indonesia,Indonesia,1397.0,1621.0
2024-11-19,Egypt,Botswana,1.0,1.0,African Cup of Nations qualification,Draw,Egypt,1676.0,1326.0
2024-11-19,Sierra Leone,Zambia,0.0,2.0,African Cup of Nations qualification,Zambia,Neutral,1333.0,1523.0
2024-11-19,Tanzania,Guinea,1.0,0.0,African Cup of Nations qualification,Tanzania,Tanzania,1313.0,1466.0
2024-11-19,Mali,Eswatini,6.0,0.0,African Cup of Nations qualification,Mali,Mali,1631.0,1269.0
2024-11-19,Guinea-Bissau,Mozambique,1.0,2.0,African Cup of Nations qualification,Mozambique,Guinea-Bissau,1411.0,1311.0
2024-11-19,Cameroon,Zimbabwe,2.0,1.0,African Cup of Nations qualification,Cameroon,Cameroon,1625.0,1333.0
2024-11-19,Kenya,Namibia,0.0,0.0,African Cup of Nations qualification,Draw,Neutral,1371.0,1414.0
2024-11-19,South Africa,South Sudan,3.0,0.0,African Cup of Nations qualification,South Africa,South Africa,1563.0,1136.0
2024-11-19,Congo,Uganda,0.0,1.0,African Cup of Nations qualification,Uganda,Congo,1261.0,1389.0
2024-11-19,Senegal,Burundi,2.0,0.0,African Cup of Nations qualification,Senegal,Senegal,1753.0,1311.0
2024-12-08,Cambodia,Malaysia,2.0,2.0,ASEAN Championship,Draw,Cambodia,867.0,1285.0
2024-12-08,East Timor,Thailand,0.0,10.0,ASEAN Championship,Thailand,Neutral,619.0,1437.0
2024-12-08,Hong Kong,Mongolia,3.0,0.0,EAFF Championship qualification,Hong Kong,Hong Kong,1060.0,805.0
2024-12-09,Myanmar,Indonesia,0.0,1.0,ASEAN Championship,Indonesia,Myanmar,904.0,1397.0
2024-12-09,Laos,Vietnam,1.0,4.0,ASEAN Championship,Vietnam,Laos,672.0,1254.0
2024-12-09,Solomon Islands,Vanuatu,4.0,1.0,MSG Prime Minister's Cup,Solomon Islands,Solomon Islands,1195.0,1056.0
2024-12-11,Singapore,Cambodia,2.0,1.0,ASEAN Championship,Singapore,Singapore,1127.0,867.0
2024-12-11,Malaysia,East Timor,3.0,2.0,ASEAN Championship,Malaysia,Malaysia,1285.0,619.0
2024-12-12,Philippines,Myanmar,1.0,1.0,ASEAN Championship,Draw,Philippines,1052.0,904.0
2024-12-12,Indonesia,Laos,3.0,3.0,ASEAN Championship,Draw,Indonesia,1397.0,672.0
2024-12-12,Fiji,Vanuatu,1.0,1.0,MSG Prime Minister's Cup,Draw,Neutral,1221.0,1056.0
2024-12-14,East Timor,Singapore,0.0,3.0,ASEAN Championship,Singapore,Neutral,619.0,1127.0
2024-12-14,Thailand,Malaysia,1.0,0.0,ASEAN Championship,Thailand,Thailand,1437.0,1285.0
2024-12-15,Laos,Philippines,1.0,1.0,ASEAN Championship,Draw,Laos,672.0,1052.0
2024-12-15,Vietnam,Indonesia,1.0,0.0,ASEAN Championship,Vietnam,Vietnam,1254.0,1397.0
2024-12-15,Papua New Guinea,Fiji,1.0,1.0,MSG Prime Minister's Cup,Draw,Neutral,1173.0,1221.0
2024-12-17,Cambodia,East Timor,2.0,1.0,ASEAN Championship,Cambodia,Cambodia,867.0,619.0
2024-12-17,Singapore,Thailand,2.0,4.0,ASEAN Championship,Thailand,Singapore,1127.0,1437.0
2024-12-17,Hong Kong,Guam,5.0,0.0,EAFF Championship qualification,Hong Kong,Hong Kong,1060.0,705.0
2024-12-18,Myanmar,Laos,3.0,2.0,ASEAN Championship,Myanmar,Myanmar,904.0,672.0
2024-12-18,Philippines,Vietnam,1.0,1.0,ASEAN Championship,Draw,Philippines,1052.0,1254.0
2024-12-18,Solomon Islands,Papua New Guinea,2.0,3.0,MSG Prime Minister's Cup,Papua New Guinea,Solomon Islands,1195.0,1173.0
2024-12-20,Thailand,Cambodia,3.0,2.0,ASEAN Championship,Thailand,Thailand,1437.0,867.0
2024-12-20,Malaysia,Singapore,0.0,0.0,ASEAN Championship,Draw,Malaysia,1285.0,1127.0
2024-12-21,Vietnam,Myanmar,5.0,0.0,ASEAN Championship,Vietnam,Vietnam,1254.0,904.0
2024-12-21,Indonesia,Philippines,0.0,1.0,ASEAN Championship,Philippines,Indonesia,1397.0,1052.0
2024-12-21,Kuwait,Oman,1.0,1.0,Gulf Cup,Draw,Kuwait,1345.0,1526.0
2024-12-21,Qatar,United Arab Emirates,1.0,1.0,Gulf Cup,Draw,Neutral,1638.0,1504.0
2024-12-21,Vanuatu,Papua New Guinea,1.0,2.0,MSG Prime Minister's Cup,Papua New Guinea,Neutral,1056.0,1173.0
2024-12-21,Solomon Islands,Fiji,1.0,3.0,MSG Prime Minister's Cup,Fiji,Solomon Islands,1195.0,1221.0
2024-12-22,Iraq,Yemen,1.0,0.0,Gulf Cup,Iraq,Neutral,1640.0,1092.0
2024-12-22,Saudi Arabia,Bahrain,2.0,3.0,Gulf Cup,Bahrain,Neutral,1621.0,1461.0
2024-12-24,Oman,Qatar,2.0,1.0,Gulf Cup,Oman,Neutral,1526.0,1638.0
2024-12-24,Kuwait,United Arab Emirates,2.0,1.0,Gulf Cup,Kuwait,Kuwait,1345.0,1504.0
2024-12-25,Yemen,Saudi Arabia,2.0,3.0,Gulf Cup,Saudi Arabia,Neutral,1092.0,1621.0
2024-12-25,Bahrain,Iraq,2.0,0.0,Gulf Cup,Bahrain,Neutral,1461.0,1640.0
2024-12-26,Singapore,Vietnam,0.0,2.0,ASEAN Championship,Vietnam,Singapore,1127.0,1254.0
2024-12-27,Philippines,Thailand,2.0,1.0,ASEAN Championship,Philippines,Philippines,1052.0,1437.0
2024-12-27,Kuwait,Qatar,1.0,1.0,Gulf Cup,Draw,Kuwait,1345.0,1638.0
2024-12-27,United Arab Emirates,Oman,1.0,1.0,Gulf Cup,Draw,Neutral,1504.0,1526.0
2024-12-28,Iraq,Saudi Arabia,1.0,3.0,Gulf Cup,Saudi Arabia,Neutral,1640.0,1621.0
2024-12-28,Bahrain,Yemen,1.0,2.0,Gulf Cup,Yemen,Neutral,1461.0,1092.0
2024-12-29,Vietnam,Singapore,3.0,1.0,ASEAN Championship,Vietnam,Vietnam,1254.0,1127.0
2024-12-30,Thailand,Philippines,3.0,1.0,ASEAN Championship,Thailand,Thailand,1437.0,1052.0
2024-12-31,Oman,Saudi Arabia,2.0,1.0,Gulf Cup,Oman,Neutral,1526.0,1621.0
2024-12-31,Kuwait,Bahrain,0.0,1.0,Gulf Cup,Bahrain,Kuwait,1345.0,1461.0
2025-01-02,Vietnam,Thailand,2.0,1.0,ASEAN Championship,Vietnam,Vietnam,1329.0,1367.0
2025-01-04,Oman,Bahrain,1.0,2.0,Gulf Cup,Bahrain,Neutral,1490.0,1417.0
2025-01-04,Burkina Faso,Kenya,1.0,1.0,Mapinduzi Cup,Draw,Neutral,1547.0,1344.0
2025-01-05,Thailand,Vietnam,2.0,3.0,ASEAN Championship,Vietnam,Thailand,1367.0,1329.0
2025-01-07,Tanzania,Kenya,0.0,2.0,Mapinduzi Cup,Kenya,Neutral,1325.0,1344.0
2025-01-09,Tanzania,Burkina Faso,0.0,2.0,Mapinduzi Cup,Burkina Faso,Neutral,1325.0,1547.0
2025-01-18,United States,Venezuela,3.0,1.0,Friendly,United States,United States,1747.0,1715.0
2025-01-22,United States,Costa Rica,3.0,0.0,Friendly,United States,United States,1747.0,1633.0
2025-01-22,Uzbekistan,Jordan,0.0,0.0,Friendly,Draw,Neutral,1735.0,1687.0
2025-02-07,Jamaica,Trinidad and Tobago,1.0,0.0,Friendly,Jamaica,Jamaica,1527.0,1402.0
2025-02-08,Chile,Panama,6.0,1.0,Friendly,Chile,Chile,1731.0,1742.0
2025-02-10,Jamaica,Trinidad and Tobago,1.0,1.0,Friendly,Draw,Jamaica,1527.0,1402.0
2025-02-13,Oman,Sudan,0.0,0.0,Friendly,Draw,Oman,1490.0,1352.0
2025-03-09,Saint Vincent and the Grenadines,Grenada,1.0,1.0,Friendly,Draw,Saint Vincent and the Grenadines,1174.0,1122.0
2025-03-13,Oman,Sudan,0.0,0.0,Friendly,Draw,Oman,1490.0,1352.0
2025-03-16,Honduras,Guatemala,1.0,2.0,Friendly,Guatemala,Neutral,1567.0,1528.0
2025-03-19,India,Maldives,3.0,0.0,Friendly,India,India,1123.0,841.0
2025-03-19,Vietnam,Cambodia,2.0,1.0,Friendly,Vietnam,Vietnam,1329.0,846.0
2025-03-19,Eswatini,Cameroon,0.0,0.0,FIFA World Cup qualification,Draw,Neutral,1210.0,1559.0
2025-03-19,Liberia,Tunisia,0.0,1.0,FIFA World Cup qualification,Tunisia,Liberia,1299.0,1641.0
2025-03-19,Central African Republic,Madagascar,1.0,4.0,FIFA World Cup qualification,Madagascar,Neutral,1238.0,1369.0
2025-03-19,Kazakhstan,Curaçao,2.0,0.0,Friendly,Kazakhstan,Neutral,1410.0,1467.0
2025-03-19,Russia,Grenada,5.0,0.0,Friendly,Russia,Russia,1782.0,1122.0
2025-03-20,Canada,Mexico,0.0,2.0,CONCACAF Nations League,Mexico,Neutral,1802.0,1835.0
2025-03-20,United States,Panama,0.0,1.0,CONCACAF Nations League,Panama,United States,1747.0,1742.0
2025-03-20,Croatia,France,2.0,0.0,UEFA Nations League,Croatia,Croatia,1933.0,2062.0
2025-03-20,Denmark,Portugal,1.0,0.0,UEFA Nations League,Denmark,Denmark,1864.0,1976.0
2025-03-20,Italy,Germany,1.0,2.0,UEFA Nations League,Germany,Italy,1859.0,1910.0
2025-03-20,Netherlands,Spain,2.0,2.0,UEFA Nations League,Draw,Netherlands,1959.0,2171.0
2025-03-20,Austria,Serbia,1.0,1.0,UEFA Nations League,Draw,Austria,1818.0,1769.0
2025-03-20,Greece,Scotland,0.0,1.0,UEFA Nations League,Scotland,Greece,1761.0,1790.0
2025-03-20,Ukraine,Belgium,3.0,1.0,UEFA Nations League,Ukraine,Neutral,1802.0,1849.0
2025-03-20,Armenia,Georgia,0.0,3.0,UEFA Nations League,Georgia,Armenia,1389.0,1650.0
2025-03-20,Kosovo,Iceland,2.0,1.0,UEFA Nations League,Kosovo,Kosovo,1714.0,1566.0
2025-03-20,Slovakia,Slovenia,0.0,0.0,UEFA Nations League,Draw,Slovakia,1687.0,1695.0
2025-03-20,Laos,Sri Lanka,1.0,2.0,Friendly,Sri Lanka,Laos,707.0,780.0
2025-03-20,Tajikistan,Belarus,0.0,5.0,Friendly,Belarus,Tajikistan,1297.0,1496.0
2025-03-20,Paraguay,Chile,1.0,0.0,FIFA World Cup qualification,Paraguay,Paraguay,1833.0,1731.0
2025-03-20,Peru,Bolivia,3.0,1.0,FIFA World Cup qualification,Peru,Peru,1698.0,1675.0
2025-03-20,Brazil,Colombia,2.0,1.0,FIFA World Cup qualification,Brazil,Brazil,1979.0,1998.0
2025-03-20,Iran,United Arab Emirates,2.0,0.0,FIFA World Cup qualification,Iran,Iran,1754.0,1549.0
2025-03-20,Uzbekistan,Kyrgyzstan,1.0,0.0,FIFA World Cup qualification,Uzbekistan,Uzbekistan,1735.0,1313.0
2025-03-20,Iraq,Kuwait,2.0,2.0,FIFA World Cup qualification,Draw,Iraq,1582.0,1330.0
2025-03-20,Jordan,Palestine,3.0,1.0,FIFA World Cup qualification,Jordan,Jordan,1687.0,1470.0
2025-03-20,Japan,Bahrain,2.0,0.0,FIFA World Cup qualification,Japan,Japan,1878.0,1417.0
2025-03-20,Australia,Indonesia,5.0,1.0,FIFA World Cup qualification,Australia,Australia,1774.0,1341.0
2025-03-20,Sierra Leone,Guinea-Bissau,3.0,1.0,FIFA World Cup qualification,Sierra Leone,Neutral,1344.0,1244.0
2025-03-20,Zimbabwe,Benin,2.0,2.0,FIFA World Cup qualification,Draw,Neutral,1352.0,1436.0
2025-03-20,Libya,Angola,1.0,1.0,FIFA World Cup qualification,Draw,Libya,1424.0,1566.0
2025-03-20,Gambia,Kenya,3.0,3.0,FIFA World Cup qualification,Draw,Neutral,1424.0,1344.0
2025-03-20,Gabon,Seychelles,3.0,0.0,FIFA World Cup qualification,Gabon,Gabon,1467.0,841.0
2025-03-20,Mozambique,Uganda,3.0,1.0,FIFA World Cup qualification,Mozambique,Neutral,1389.0,1433.0
2025-03-20,Malawi,Namibia,0.0,1.0,FIFA World Cup qualification,Namibia,Malawi,1252.0,1311.0
2025-03-20,Comoros,Mali,0.0,3.0,FIFA World Cup qualification,Mali,Neutral,1359.0,1612.0
2025-03-20,Lebanon,East Timor,4.0,0.0,Friendly,Lebanon,Neutral,1332.0,682.0
2025-03-21,Belize,Costa Rica,0.0,7.0,Gold Cup qualification,Costa Rica,Belize,1103.0,1633.0
2025-03-21,Guyana,Guatemala,3.0,2.0,Gold Cup qualification,Guyana,Neutral,1275.0,1528.0
2025-03-21,Bermuda,Honduras,3.0,5.0,Gold Cup qualification,Honduras,Bermuda,1121.0,1567.0
2025-03-21,Saint Vincent and the Grenadines,Jamaica,1.0,1.0,Gold Cup qualification,Draw,Saint Vincent and the Grenadines,1174.0,1527.0
2025-03-21,Cuba,Trinidad and Tobago,1.0,2.0,Gold Cup qualification,Trinidad and Tobago,Cuba,1230.0,1402.0
2025-03-21,Northern Ireland,Switzerland,1.0,1.0,Friendly,Draw,Northern Ireland,1602.0,1897.0
2025-03-21,Puerto Rico,Dominican Republic,2.0,2.0,Friendly,Draw,Puerto Rico,1134.0,1294.0
2025-03-21,Singapore,Nepal,0.0,1.0,Friendly,Nepal,Singapore,1131.0,917.0
2025-03-21,Thailand,Afghanistan,2.0,0.0,Friendly,Thailand,Thailand,1367.0,1033.0
2025-03-21,Ecuador,Venezuela,2.0,1.0,FIFA World Cup qualification,Ecuador,Ecuador,1933.0,1715.0
2025-03-21,Uruguay,Argentina,0.0,1.0,FIFA World Cup qualification,Argentina,Uruguay,1890.0,2113.0
2025-03-21,New Caledonia,Tahiti,3.0,0.0,FIFA World Cup qualification,New Caledonia,Neutral,1295.0,1178.0
