thread_id,estimate,error,start_time_us,end_time_us,duration_us
225,3.1044,0.0371928,0,9933.82,9933.82
226,3.1736,0.0320072,0,9933.82,9933.82
227,3.1288,0.0127928,0,9933.82,9933.82
228,3.1616,0.0200074,0,9933.82,9933.82
229,3.1508,0.00920725,0,9933.82,9933.82
230,3.124,0.0175927,0,9933.82,9933.82
231,3.1528,0.0112073,0,9933.82,9933.82
232,3.1396,0.0019927,0,9933.82,9933.82
233,3.1344,0.00719285,0,9933.82,9933.82
234,3.154,0.0124073,0,9933.82,9933.82
235,3.144,0.00240731,0,9933.82,9933.82
236,3.1268,0.0147927,0,9933.82,9933.82
237,3.1148,0.0267928,0,9933.82,9933.82
238,3.138,0.00359273,0,9933.82,9933.82
239,3.1276,0.0139928,0,9933.82,9933.82
240,3.142,0.000407219,0,9933.82,9933.82
241,3.1256,0.0159926,0,9933.82,9933.82
242,3.1336,0.00799274,0,9933.82,9933.82
243,3.1148,0.0267928,0,9933.82,9933.82
244,3.1416,7.15256e-06,0,9933.82,9933.82
245,3.12,0.0215929,0,9933.82,9933.82
246,3.172,0.0304072,0,9933.82,9933.82
247,3.1432,0.00160718,0,9933.82,9933.82
248,3.124,0.0175927,0,9933.82,9933.82
249,3.14,0.00159264,0,9933.82,9933.82
250,3.1428,0.00120735,0,9933.82,9933.82
251,3.11,0.0315928,0,9933.82,9933.82
252,3.1624,0.0208073,0,9933.82,9933.82
253,3.1672,0.0256073,0,9933.82,9933.82
254,3.132,0.00959277,0,9933.82,9933.82
255,3.1296,0.0119927,0,9933.82,9933.82
256,3.1328,0.00879264,0,10380.3,10380.3
257,3.1352,0.00639272,0,10380.3,10380.3
258,3.1476,0.00600719,0,10380.3,10380.3
259,3.1496,0.00800729,0,10380.3,10380.3
260,3.1544,0.0128074,0,10380.3,10380.3
261,3.1636,0.0220072,0,10380.3,10380.3
262,3.138,0.00359273,0,10380.3,10380.3
263,3.142,0.000407219,0,10380.3,10380.3
264,3.1368,0.00479269,0,10380.3,10380.3
265,3.1304,0.0111928,0,10380.3,10380.3
266,3.1496,0.00800729,0,10380.3,10380.3
267,3.1316,0.00999284,0,10380.3,10380.3
268,3.1348,0.00679278,0,10380.3,10380.3
269,3.1428,0.00120735,0,10380.3,10380.3
270,3.1392,0.00239277,0,10380.3,10380.3
271,3.142,0.000407219,0,10380.3,10380.3
272,3.1096,0.0319927,0,10380.3,10380.3
273,3.1632,0.0216072,0,10380.3,10380.3
274,3.1392,0.00239277,0,10380.3,10380.3
275,3.144,0.00240731,0,10380.3,10380.3
276,3.1888,0.0472074,0,10380.3,10380.3
277,3.1436,0.00200725,0,10380.3,10380.3
278,3.1996,0.0580072,0,10380.3,10380.3
279,3.1356,0.00599265,0,10380.3,10380.3
280,3.144,0.00240731,0,10380.3,10380.3
281,3.1504,0.00880718,0,10380.3,10380.3
282,3.1168,0.0247927,0,10380.3,10380.3
283,3.12,0.0215929,0,10380.3,10380.3
284,3.132,0.00959277,0,10380.3,10380.3
285,3.1592,0.0176072,0,10380.3,10380.3
286,3.1076,0.0339928,0,10380.3,10380.3
287,3.1272,0.0143929,0,10380.3,10380.3
288,3.1548,0.0132072,0,10380.3,10380.3
289,3.15,0.00840735,0,10380.3,10380.3
290,3.1524,0.0108073,0,10380.3,10380.3
291,3.1476,0.00600719,0,10380.3,10380.3
292,3.164,0.0224073,0,10380.3,10380.3
293,3.1404,0.00119281,0,10380.3,10380.3
294,3.1248,0.0167928,0,10380.3,10380.3
295,3.1296,0.0119927,0,10380.3,10380.3
296,3.1376,0.0039928,0,10380.3,10380.3
297,3.1324,0.00919271,0,10380.3,10380.3
298,3.1496,0.00800729,0,10380.3,10380.3
299,3.1496,0.00800729,0,10380.3,10380.3
300,3.1524,0.0108073,0,10380.3,10380.3
301,3.1456,0.00400734,0,10380.3,10380.3
302,3.1432,0.00160718,0,10380.3,10380.3
303,3.1252,0.0163927,0,10380.3,10380.3
304,3.1292,0.0123928,0,10380.3,10380.3
305,3.1428,0.00120735,0,10380.3,10380.3
306,3.134,0.00759268,0,10380.3,10380.3
307,3.1636,0.0220072,0,10380.3,10380.3
308,3.134,0.00759268,0,10380.3,10380.3
309,3.1536,0.0120072,0,10380.3,10380.3
310,3.162,0.0204072,0,10380.3,10380.3
311,3.1484,0.00680733,0,10380.3,10380.3
312,3.1216,0.0199928,0,10380.3,10380.3
313,3.146,0.00440717,0,10380.3,10380.3
314,3.1328,0.00879264,0,10380.3,10380.3
315,3.1444,0.00280714,0,10380.3,10380.3
316,3.1736,0.0320072,0,10380.3,10380.3
317,3.1384,0.00319266,0,10380.3,10380.3
318,3.148,0.00640726,0,10380.3,10380.3
319,3.1428,0.00120735,0,10380.3,10380.3
320,3.1256,0.0159926,0,10379.3,10379.3
321,3.1124,0.0291927,0,10379.3,10379.3
322,3.1344,0.00719285,0,10379.3,10379.3
323,3.1284,0.0131927,0,10379.3,10379.3
324,3.1448,0.00320721,0,10379.3,10379.3
325,3.124,0.0175927,0,10379.3,10379.3
326,3.1328,0.00879264,0,10379.3,10379.3
327,3.146,0.00440717,0,10379.3,10379.3
328,3.116,0.0255928,0,10379.3,10379.3
329,3.148,0.00640726,0,10379.3,10379.3
330,3.164,0.0224073,0,10379.3,10379.3
331,3.1368,0.00479269,0,10379.3,10379.3
332,3.14,0.00159264,0,10379.3,10379.3
333,3.1324,0.00919271,0,10379.3,10379.3
334,3.1528,0.0112073,0,10379.3,10379.3
335,3.1296,0.0119927,0,10379.3,10379.3
336,3.1448,0.00320721,0,10379.3,10379.3
337,3.1612,0.0196073,0,10379.3,10379.3
338,3.1604,0.0188072,0,10379.3,10379.3
339,3.1164,0.0251927,0,10379.3,10379.3
340,3.1512,0.00960732,0,10379.3,10379.3
341,3.1432,0.00160718,0,10379.3,10379.3
342,3.1548,0.0132072,0,10379.3,10379.3
343,3.142,0.000407219,0,10379.3,10379.3
344,3.1356,0.00599265,0,10379.3,10379.3
345,3.1328,0.00879264,0,10379.3,10379.3
346,3.1392,0.00239277,0,10379.3,10379.3
347,3.1204,0.0211928,0,10379.3,10379.3
348,3.1288,0.0127928,0,10379.3,10379.3
349,3.1484,0.00680733,0,10379.3,10379.3
350,3.1468,0.0052073,0,10379.3,10379.3
351,3.13,0.0115926,0,10379.3,10379.3
352,3.1512,0.00960732,0,10378.2,10378.2
353,3.138,0.00359273,0,10378.2,10378.2
354,3.1464,0.00480723,0,10378.2,10378.2
355,3.1476,0.00600719,0,10378.2,10378.2
356,3.14,0.00159264,0,10378.2,10378.2
357,3.16,0.0184073,0,10378.2,10378.2
358,3.1024,0.0391927,0,10378.2,10378.2
359,3.1664,0.0248072,0,10378.2,10378.2
360,3.142,0.000407219,0,10378.2,10378.2
361,3.132,0.00959277,0,10378.2,10378.2
362,3.15,0.00840735,0,10378.2,10378.2
363,3.1396,0.0019927,0,10378.2,10378.2
364,3.148,0.00640726,0,10378.2,10378.2
365,3.1668,0.0252073,0,10378.2,10378.2
366,3.136,0.00559282,0,10378.2,10378.2
367,3.168,0.0264072,0,10378.2,10378.2
368,3.1324,0.00919271,0,10378.2,10378.2
369,3.1188,0.0227928,0,10378.2,10378.2
370,3.1368,0.00479269,0,10378.2,10378.2
371,3.1244,0.0171928,0,10378.2,10378.2
372,3.1468,0.0052073,0,10378.2,10378.2
373,3.1484,0.00680733,0,10378.2,10378.2
374,3.1436,0.00200725,0,10378.2,10378.2
375,3.1344,0.00719285,0,10378.2,10378.2
376,3.1156,0.0259926,0,10378.2,10378.2
377,3.1296,0.0119927,0,10378.2,10378.2
378,3.1468,0.0052073,0,10378.2,10378.2
379,3.1636,0.0220072,0,10378.2,10378.2
380,3.1332,0.00839281,0,10378.2,10378.2
381,3.1256,0.0159926,0,10378.2,10378.2
382,3.1648,0.0232072,0,10378.2,10378.2
383,3.1472,0.00560737,0,10378.2,10378.2
384,3.1308,0.0107927,0,10334.2,10334.2
385,3.1424,0.000807285,0,10334.2,10334.2
386,3.1168,0.0247927,0,10334.2,10334.2
387,3.154,0.0124073,0,10334.2,10334.2
388,3.144,0.00240731,0,10334.2,10334.2
389,3.1212,0.0203927,0,10334.2,10334.2
390,3.1452,0.00360727,0,10334.2,10334.2
391,3.144,0.00240731,0,10334.2,10334.2
392,3.1796,0.0380073,0,10334.2,10334.2
393,3.1352,0.00639272,0,10334.2,10334.2
394,3.1456,0.00400734,0,10334.2,10334.2
395,3.1684,0.0268073,0,10334.2,10334.2
396,3.1608,0.0192072,0,10334.2,10334.2
397,3.1636,0.0220072,0,10334.2,10334.2
398,3.1168,0.0247927,0,10334.2,10334.2
399,3.1368,0.00479269,0,10334.2,10334.2
400,3.112,0.0295928,0,10334.2,10334.2
401,3.122,0.0195928,0,10334.2,10334.2
402,3.1512,0.00960732,0,10334.2,10334.2
403,3.122,0.0195928,0,10334.2,10334.2
404,3.1384,0.00319266,0,10334.2,10334.2
405,3.1224,0.0191927,0,10334.2,10334.2
406,3.138,0.00359273,0,10334.2,10334.2
407,3.1136,0.0279927,0,10334.2,10334.2
408,3.1288,0.0127928,0,10334.2,10334.2
409,3.1652,0.0236073,0,10334.2,10334.2
410,3.1376,0.0039928,0,10334.2,10334.2
411,3.1568,0.0152073,0,10334.2,10334.2
412,3.1644,0.0228074,0,10334.2,10334.2
413,3.1416,7.15256e-06,0,10334.2,10334.2
414,3.1404,0.00119281,0,10334.2,10334.2
415,3.1524,0.0108073,0,10334.2,10334.2
416,3.1636,0.0220072,0,10335.2,10335.2
417,3.1248,0.0167928,0,10335.2,10335.2
418,3.1616,0.0200074,0,10335.2,10335.2
419,3.1168,0.0247927,0,10335.2,10335.2
420,3.136,0.00559282,0,10335.2,10335.2
421,3.1356,0.00599265,0,10335.2,10335.2
422,3.1516,0.0100071,0,10335.2,10335.2
423,3.1456,0.00400734,0,10335.2,10335.2
424,3.132,0.00959277,0,10335.2,10335.2
425,3.1592,0.0176072,0,10335.2,10335.2
426,3.1588,0.0172071,0,10335.2,10335.2
427,3.1664,0.0248072,0,10335.2,10335.2
428,3.118,0.0235927,0,10335.2,10335.2
429,3.1476,0.00600719,0,10335.2,10335.2
430,3.1728,0.0312073,0,10335.2,10335.2
431,3.146,0.00440717,0,10335.2,10335.2
432,3.1508,0.00920725,0,10335.2,10335.2
433,3.1208,0.0207927,0,10335.2,10335.2
434,3.1728,0.0312073,0,10335.2,10335.2
435,3.1348,0.00679278,0,10335.2,10335.2
436,3.1336,0.00799274,0,10335.2,10335.2
437,3.164,0.0224073,0,10335.2,10335.2
438,3.1264,0.0151927,0,10335.2,10335.2
439,3.1704,0.0288072,0,10335.2,10335.2
440,3.1496,0.00800729,0,10335.2,10335.2
441,3.1448,0.00320721,0,10335.2,10335.2
442,3.128,0.0135927,0,10335.2,10335.2
443,3.148,0.00640726,0,10335.2,10335.2
444,3.1352,0.00639272,0,10335.2,10335.2
445,3.1224,0.0191927,0,10335.2,10335.2
446,3.1392,0.00239277,0,10335.2,10335.2
447,3.1664,0.0248072,0,10335.2,10335.2
448,3.1488,0.00720716,0,10336.3,10336.3
449,3.124,0.0175927,0,10336.3,10336.3
450,3.1616,0.0200074,0,10336.3,10336.3
451,3.1456,0.00400734,0,10336.3,10336.3
452,3.1392,0.00239277,0,10336.3,10336.3
453,3.1276,0.0139928,0,10336.3,10336.3
454,3.158,0.0164073,0,10336.3,10336.3
455,3.1372,0.00439262,0,10336.3,10336.3
456,3.1452,0.00360727,0,10336.3,10336.3
457,3.1264,0.0151927,0,10336.3,10336.3
458,3.1788,0.0372074,0,10336.3,10336.3
459,3.112,0.0295928,0,10336.3,10336.3
460,3.1124,0.0291927,0,10336.3,10336.3
461,3.1172,0.0243928,0,10336.3,10336.3
462,3.1352,0.00639272,0,10336.3,10336.3
463,3.1352,0.00639272,0,10336.3,10336.3
464,3.1452,0.00360727,0,10336.3,10336.3
465,3.1144,0.0271928,0,10336.3,10336.3
466,3.1788,0.0372074,0,10336.3,10336.3
467,3.1324,0.00919271,0,10336.3,10336.3
468,3.142,0.000407219,0,10336.3,10336.3
469,3.1132,0.0283928,0,10336.3,10336.3
470,3.1512,0.00960732,0,10336.3,10336.3
471,3.1316,0.00999284,0,10336.3,10336.3
472,3.1516,0.0100071,0,10336.3,10336.3
473,3.116,0.0255928,0,10336.3,10336.3
474,3.1392,0.00239277,0,10336.3,10336.3
475,3.1424,0.000807285,0,10336.3,10336.3
476,3.1168,0.0247927,0,10336.3,10336.3
477,3.1132,0.0283928,0,10336.3,10336.3
478,3.1164,0.0251927,0,10336.3,10336.3
479,3.128,0.0135927,0,10336.3,10336.3
480,3.1692,0.0276072,0,10335.2,10335.2
481,3.1256,0.0159926,0,10335.2,10335.2
482,3.1268,0.0147927,0,10335.2,10335.2
483,3.1672,0.0256073,0,10335.2,10335.2
484,3.15,0.00840735,0,10335.2,10335.2
485,3.1596,0.0180073,0,10335.2,10335.2
486,3.1264,0.0151927,0,10335.2,10335.2
487,3.1192,0.0223927,0,10335.2,10335.2
488,3.1604,0.0188072,0,10335.2,10335.2
489,3.1424,0.000807285,0,10335.2,10335.2
490,3.1164,0.0251927,0,10335.2,10335.2
491,3.1592,0.0176072,0,10335.2,10335.2
492,3.1548,0.0132072,0,10335.2,10335.2
493,3.1392,0.00239277,0,10335.2,10335.2
494,3.1448,0.00320721,0,10335.2,10335.2
495,3.1424,0.000807285,0,10335.2,10335.2
496,3.1424,0.000807285,0,10335.2,10335.2
497,3.154,0.0124073,0,10335.2,10335.2
498,3.1408,0.000792742,0,10335.2,10335.2
499,3.164,0.0224073,0,10335.2,10335.2
500,3.134,0.00759268,0,10335.2,10335.2
501,3.1684,0.0268073,0,10335.2,10335.2
502,3.1516,0.0100071,0,10335.2,10335.2
503,3.142,0.000407219,0,10335.2,10335.2
504,3.1468,0.0052073,0,10335.2,10335.2
505,3.1528,0.0112073,0,10335.2,10335.2
506,3.118,0.0235927,0,10335.2,10335.2
507,3.1164,0.0251927,0,10335.2,10335.2
508,3.1368,0.00479269,0,10335.2,10335.2
509,3.1388,0.00279284,0,10335.2,10335.2
510,3.1488,0.00720716,0,10335.2,10335.2
511,3.1276,0.0139928,0,10335.2,10335.2
512,3.1448,0.00320721,0,9965.57,9965.57
513,3.1308,0.0107927,0,9965.57,9965.57
514,3.1744,0.0328074,0,9965.57,9965.57
515,3.1444,0.00280714,0,9965.57,9965.57
516,3.146,0.00440717,0,9965.57,9965.57
517,3.112,0.0295928,0,9965.57,9965.57
518,3.112,0.0295928,0,9965.57,9965.57
519,3.1228,0.0187926,0,9965.57,9965.57
520,3.1468,0.0052073,0,9965.57,9965.57
521,3.138,0.00359273,0,9965.57,9965.57
522,3.1328,0.00879264,0,9965.57,9965.57
523,3.1328,0.00879264,0,9965.57,9965.57
524,3.1512,0.00960732,0,9965.57,9965.57
525,3.1644,0.0228074,0,9965.57,9965.57
526,3.1648,0.0232072,0,9965.57,9965.57
527,3.1548,0.0132072,0,9965.57,9965.57
528,3.1484,0.00680733,0,9965.57,9965.57
529,3.1492,0.00760722,0,9965.57,9965.57
530,3.1636,0.0220072,0,9965.57,9965.57
531,3.1532,0.0116072,0,9965.57,9965.57
532,3.1264,0.0151927,0,9965.57,9965.57
533,3.1316,0.00999284,0,9965.57,9965.57
534,3.13,0.0115926,0,9965.57,9965.57
535,3.1392,0.00239277,0,9965.57,9965.57
536,3.1376,0.0039928,0,9965.57,9965.57
537,3.1452,0.00360727,0,9965.57,9965.57
538,3.1444,0.00280714,0,9965.57,9965.57
539,3.1452,0.00360727,0,9965.57,9965.57
540,3.116,0.0255928,0,9965.57,9965.57
541,3.1552,0.0136073,0,9965.57,9965.57
542,3.1512,0.00960732,0,9965.57,9965.57
543,3.158,0.0164073,0,9965.57,9965.57
544,3.0984,0.0431926,0,9966.59,9966.59
545,3.1628,0.0212073,0,9966.59,9966.59
546,3.1404,0.00119281,0,9966.59,9966.59
547,3.1576,0.0160072,0,9966.59,9966.59
548,3.1696,0.0280073,0,9966.59,9966.59
549,3.1032,0.0383928,0,9966.59,9966.59
550,3.1468,0.0052073,0,9966.59,9966.59
551,3.148,0.00640726,0,9966.59,9966.59
552,3.1224,0.0191927,0,9966.59,9966.59
553,3.1264,0.0151927,0,9966.59,9966.59
554,3.1244,0.0171928,0,9966.59,9966.59
555,3.1248,0.0167928,0,9966.59,9966.59
556,3.1444,0.00280714,0,9966.59,9966.59
557,3.1684,0.0268073,0,9966.59,9966.59
558,3.1112,0.0303926,0,9966.59,9966.59
559,3.1356,0.00599265,0,9966.59,9966.59
560,3.1244,0.0171928,0,9966.59,9966.59
561,3.114,0.0275927,0,9966.59,9966.59
