thread_id,estimate,error,time_us
363,3.1396,0.0019927,4489.22
364,3.148,0.00640726,4489.22
365,3.1668,0.0252073,4489.22
366,3.136,0.00559282,4489.22
367,3.168,0.0264072,4489.22
368,3.1324,0.00919271,4489.22
369,3.1188,0.0227928,4489.22
370,3.1368,0.00479269,4489.22
371,3.1244,0.0171928,4489.22
372,3.1468,0.0052073,4489.22
373,3.1484,0.00680733,4489.22
374,3.1436,0.00200725,4489.22
375,3.1344,0.00719285,4489.22
376,3.1156,0.0259926,4489.22
377,3.1296,0.0119927,4489.22
378,3.1468,0.0052073,4489.22
379,3.1636,0.0220072,4489.22
380,3.1332,0.00839281,4489.22
381,3.1256,0.0159926,4489.22
382,3.1648,0.0232072,4489.22
383,3.1472,0.00560737,4489.22
384,3.1308,0.0107927,4438.02
385,3.1424,0.000807285,4438.02
386,3.1168,0.0247927,4438.02
387,3.154,0.0124073,4438.02
388,3.144,0.00240731,4438.02
389,3.1212,0.0203927,4438.02
390,3.1452,0.00360727,4438.02
391,3.144,0.00240731,4438.02
392,3.1796,0.0380073,4438.02
393,3.1352,0.00639272,4438.02
394,3.1456,0.00400734,4438.02
395,3.1684,0.0268073,4438.02
396,3.1608,0.0192072,4438.02
397,3.1636,0.0220072,4438.02
398,3.1168,0.0247927,4438.02
399,3.1368,0.00479269,4438.02
400,3.112,0.0295928,4438.02
401,3.122,0.0195928,4438.02
402,3.1512,0.00960732,4438.02
403,3.122,0.0195928,4438.02
404,3.1384,0.00319266,4438.02
405,3.1224,0.0191927,4438.02
406,3.138,0.00359273,4438.02
407,3.1136,0.0279927,4438.02
408,3.1288,0.0127928,4438.02
409,3.1652,0.0236073,4438.02
410,3.1376,0.0039928,4438.02
411,3.1568,0.0152073,4438.02
412,3.1644,0.0228074,4438.02
413,3.1416,7.15256e-06,4438.02
414,3.1404,0.00119281,4438.02
415,3.1524,0.0108073,4438.02
416,3.1636,0.0220072,4441.09
417,3.1248,0.0167928,4441.09
418,3.1616,0.0200074,4441.09
419,3.1168,0.0247927,4441.09
420,3.136,0.00559282,4441.09
421,3.1356,0.00599265,4441.09
422,3.1516,0.0100071,4441.09
423,3.1456,0.00400734,4441.09
424,3.132,0.00959277,4441.09
425,3.1592,0.0176072,4441.09
426,3.1588,0.0172071,4441.09
427,3.1664,0.0248072,4441.09
428,3.118,0.0235927,4441.09
429,3.1476,0.00600719,4441.09
430,3.1728,0.0312073,4441.09
431,3.146,0.00440717,4441.09
432,3.1508,0.00920725,4441.09
433,3.1208,0.0207927,4441.09
434,3.1728,0.0312073,4441.09
435,3.1348,0.00679278,4441.09
436,3.1336,0.00799274,4441.09
437,3.164,0.0224073,4441.09
438,3.1264,0.0151927,4441.09
439,3.1704,0.0288072,4441.09
440,3.1496,0.00800729,4441.09
441,3.1448,0.00320721,4441.09
442,3.128,0.0135927,4441.09
443,3.148,0.00640726,4441.09
444,3.1352,0.00639272,4441.09
445,3.1224,0.0191927,4441.09
446,3.1392,0.00239277,4441.09
447,3.1664,0.0248072,4441.09
448,3.1488,0.00720716,4438.02
449,3.124,0.0175927,4438.02
450,3.1616,0.0200074,4438.02
451,3.1456,0.00400734,4438.02
452,3.1392,0.00239277,4438.02
453,3.1276,0.0139928,4438.02
454,3.158,0.0164073,4438.02
455,3.1372,0.00439262,4438.02
456,3.1452,0.00360727,4438.02
457,3.1264,0.0151927,4438.02
458,3.1788,0.0372074,4438.02
459,3.112,0.0295928,4438.02
460,3.1124,0.0291927,4438.02
461,3.1172,0.0243928,4438.02
462,3.1352,0.00639272,4438.02
463,3.1352,0.00639272,4438.02
464,3.1452,0.00360727,4438.02
465,3.1144,0.0271928,4438.02
466,3.1788,0.0372074,4438.02
467,3.1324,0.00919271,4438.02
468,3.142,0.000407219,4438.02
469,3.1132,0.0283928,4438.02
470,3.1512,0.00960732,4438.02
471,3.1316,0.00999284,4438.02
472,3.1516,0.0100071,4438.02
473,3.116,0.0255928,4438.02
474,3.1392,0.00239277,4438.02
475,3.1424,0.000807285,4438.02
476,3.1168,0.0247927,4438.02
477,3.1132,0.0283928,4438.02
478,3.1164,0.0251927,4438.02
479,3.128,0.0135927,4438.02
480,3.1692,0.0276072,4440.06
481,3.1256,0.0159926,4440.06
482,3.1268,0.0147927,4440.06
483,3.1672,0.0256073,4440.06
484,3.15,0.00840735,4440.06
485,3.1596,0.0180073,4440.06
486,3.1264,0.0151927,4440.06
487,3.1192,0.0223927,4440.06
488,3.1604,0.0188072,4440.06
489,3.1424,0.000807285,4440.06
490,3.1164,0.0251927,4440.06
491,3.1592,0.0176072,4440.06
492,3.1548,0.0132072,4440.06
493,3.1392,0.00239277,4440.06
494,3.1448,0.00320721,4440.06
495,3.1424,0.000807285,4440.06
496,3.1424,0.000807285,4440.06
497,3.154,0.0124073,4440.06
498,3.1408,0.000792742,4440.06
499,3.164,0.0224073,4440.06
500,3.134,0.00759268,4440.06
501,3.1684,0.0268073,4440.06
502,3.1516,0.0100071,4440.06
503,3.142,0.000407219,4440.06
504,3.1468,0.0052073,4440.06
505,3.1528,0.0112073,4440.06
506,3.118,0.0235927,4440.06
507,3.1164,0.0251927,4440.06
508,3.1368,0.00479269,4440.06
509,3.1388,0.00279284,4440.06
510,3.1488,0.00720716,4440.06
511,3.1276,0.0139928,4440.06
512,3.1448,0.00320721,3927.04
513,3.1308,0.0107927,3927.04
514,3.1744,0.0328074,3927.04
515,3.1444,0.00280714,3927.04
516,3.146,0.00440717,3927.04
517,3.112,0.0295928,3927.04
518,3.112,0.0295928,3927.04
519,3.1228,0.0187926,3927.04
520,3.1468,0.0052073,3927.04
521,3.138,0.00359273,3927.04
522,3.1328,0.00879264,3927.04
523,3.1328,0.00879264,3927.04
524,3.1512,0.00960732,3927.04
525,3.1644,0.0228074,3927.04
526,3.1648,0.0232072,3927.04
527,3.1548,0.0132072,3927.04
528,3.1484,0.00680733,3927.04
529,3.1492,0.00760722,3927.04
530,3.1636,0.0220072,3927.04
531,3.1532,0.0116072,3927.04
532,3.1264,0.0151927,3927.04
533,3.1316,0.00999284,3927.04
534,3.13,0.0115926,3927.04
535,3.1392,0.00239277,3927.04
536,3.1376,0.0039928,3927.04
537,3.1452,0.00360727,3927.04
538,3.1444,0.00280714,3927.04
539,3.1452,0.00360727,3927.04
540,3.116,0.0255928,3927.04
541,3.1552,0.0136073,3927.04
542,3.1512,0.00960732,3927.04
543,3.158,0.0164073,3927.04
544,3.0984,0.0431926,3927.04
545,3.1628,0.0212073,3927.04
546,3.1404,0.00119281,3927.04
547,3.1576,0.0160072,3927.04
548,3.1696,0.0280073,3927.04
549,3.1032,0.0383928,3927.04
550,3.1468,0.0052073,3927.04
551,3.148,0.00640726,3927.04
552,3.1224,0.0191927,3927.04
553,3.1264,0.0151927,3927.04
554,3.1244,0.0171928,3927.04
555,3.1248,0.0167928,3927.04
556,3.1444,0.00280714,3927.04
557,3.1684,0.0268073,3927.04
558,3.1112,0.0303926,3927.04
559,3.1356,0.00599265,3927.04
560,3.1244,0.0171928,3927.04
561,3.114,0.0275927,3927.04
562,3.1472,0.00560737,3927.04
563,3.1192,0.0223927,3927.04
564,3.1308,0.0107927,3927.04
565,3.1444,0.00280714,3927.04
566,3.1396,0.0019927,3927.04
567,3.1276,0.0139928,3927.04
568,3.1312,0.0103927,3927.04
569,3.1468,0.0052073,3927.04
570,3.108,0.0335927,3927.04
571,3.1552,0.0136073,3927.04
572,3.144,0.00240731,3927.04
573,3.1176,0.0239928,3927.04
574,3.1092,0.0323927,3927.04
575,3.1568,0.0152073,3927.04
576,3.1436,0.00200725,3923.97
577,3.1572,0.0156074,3923.97
578,3.1356,0.00599265,3923.97
579,3.128,0.0135927,3923.97
580,3.1468,0.0052073,3923.97
581,3.1488,0.00720716,3923.97
582,3.156,0.0144072,3923.97
583,3.1556,0.0140073,3923.97
584,3.1468,0.0052073,3923.97
585,3.1256,0.0159926,3923.97
586,3.1356,0.00599265,3923.97
587,3.152,0.0104072,3923.97
588,3.1212,0.0203927,3923.97
589,3.1664,0.0248072,3923.97
590,3.1472,0.00560737,3923.97
591,3.134,0.00759268,3923.97
592,3.1276,0.0139928,3923.97
593,3.1272,0.0143929,3923.97
594,3.0932,0.0483928,3923.97
595,3.1328,0.00879264,3923.97
596,3.1728,0.0312073,3923.97
597,3.1704,0.0288072,3923.97
598,3.1304,0.0111928,3923.97
599,3.1492,0.00760722,3923.97
600,3.1308,0.0107927,3923.97
601,3.1288,0.0127928,3923.97
602,3.1348,0.00679278,3923.97
603,3.1684,0.0268073,3923.97
604,3.1328,0.00879264,3923.97
605,3.1592,0.0176072,3923.97
606,3.1052,0.0363927,3923.97
607,3.116,0.0255928,3923.97
608,3.1496,0.00800729,3924.99
609,3.1556,0.0140073,3924.99
610,3.1468,0.0052073,3924.99
611,3.1396,0.0019927,3924.99
612,3.1424,0.000807285,3924.99
613,3.1276,0.0139928,3924.99
614,3.146,0.00440717,3924.99
615,3.1384,0.00319266,3924.99
616,3.1296,0.0119927,3924.99
617,3.146,0.00440717,3924.99
618,3.1368,0.00479269,3924.99
619,3.148,0.00640726,3924.99
620,3.1244,0.0171928,3924.99
621,3.1456,0.00400734,3924.99
622,3.1424,0.000807285,3924.99
623,3.1412,0.000392675,3924.99
624,3.1356,0.00599265,3924.99
625,3.1292,0.0123928,3924.99
626,3.1576,0.0160072,3924.99
627,3.1256,0.0159926,3924.99
628,3.1592,0.0176072,3924.99
629,3.1088,0.0327928,3924.99
630,3.1136,0.0279927,3924.99
631,3.1508,0.00920725,3924.99
632,3.124,0.0175927,3924.99
633,3.174,0.0324073,3924.99
634,3.136,0.00559282,3924.99
635,3.1428,0.00120735,3924.99
636,3.1628,0.0212073,3924.99
637,3.1164,0.0251927,3924.99
638,3.1324,0.00919271,3924.99
639,3.1444,0.00280714,3924.99
640,3.1236,0.0179927,3889.15
641,3.164,0.0224073,3889.15
642,3.1412,0.000392675,3889.15
643,3.1644,0.0228074,3889.15
644,3.146,0.00440717,3889.15
645,3.1376,0.0039928,3889.15
646,3.134,0.00759268,3889.15
647,3.1324,0.00919271,3889.15
648,3.1172,0.0243928,3889.15
649,3.152,0.0104072,3889.15
650,3.1412,0.000392675,3889.15
651,3.1604,0.0188072,3889.15
652,3.154,0.0124073,3889.15
653,3.1536,0.0120072,3889.15
654,3.1296,0.0119927,3889.15
655,3.1552,0.0136073,3889.15
656,3.1476,0.00600719,3889.15
657,3.1512,0.00960732,3889.15
658,3.1236,0.0179927,3889.15
659,3.1768,0.0352073,3889.15
660,3.1612,0.0196073,3889.15
661,3.1164,0.0251927,3889.15
662,3.1524,0.0108073,3889.15
663,3.1388,0.00279284,3889.15
664,3.1124,0.0291927,3889.15
665,3.1392,0.00239277,3889.15
666,3.1296,0.0119927,3889.15
667,3.1408,0.000792742,3889.15
668,3.15,0.00840735,3889.15
669,3.1452,0.00360727,3889.15
670,3.1572,0.0156074,3889.15
671,3.0964,0.0451927,3889.15
672,3.1296,0.0119927,3889.15
673,3.1276,0.0139928,3889.15
674,3.166,0.0244071,3889.15
675,3.132,0.00959277,3889.15
676,3.1664,0.0248072,3889.15
677,3.1228,0.0187926,3889.15
678,3.1304,0.0111928,3889.15
679,3.1528,0.0112073,3889.15
680,3.148,0.00640726,3889.15
681,3.0992,0.0423927,3889.15
682,3.1724,0.0308073,3889.15
683,3.1212,0.0203927,3889.15
684,3.1368,0.00479269,3889.15
685,3.1392,0.00239277,3889.15
686,3.1504,0.00880718,3889.15
687,3.1732,0.0316072,3889.15
688,3.146,0.00440717,3889.15
689,3.14,0.00159264,3889.15
690,3.1264,0.0151927,3889.15
691,3.1816,0.0400074,3889.15
692,3.1444,0.00280714,3889.15
693,3.1468,0.0052073,3889.15
694,3.1516,0.0100071,3889.15
695,3.1632,0.0216072,3889.15
696,3.162,0.0204072,3889.15
697,3.1264,0.0151927,3889.15
698,3.1456,0.00400734,3889.15
699,3.1464,0.00480723,3889.15
700,3.108,0.0335927,3889.15
701,3.1544,0.0128074,3889.15
702,3.1072,0.0343928,3889.15
703,3.1596,0.0180073,3889.15
704,3.146,0.00440717,3887.1
705,3.1276,0.0139928,3887.1
706,3.1376,0.0039928,3887.1
707,3.1264,0.0151927,3887.1
708,3.1336,0.00799274,3887.1
709,3.146,0.00440717,3887.1
710,3.1472,0.00560737,3887.1
711,3.1612,0.0196073,3887.1
712,3.1304,0.0111928,3887.1
713,3.134,0.00759268,3887.1
714,3.1288,0.0127928,3887.1
715,3.148,0.00640726,3887.1
716,3.1108,0.0307927,3887.1
717,3.1236,0.0179927,3887.1
718,3.1584,0.0168073,3887.1
719,3.1556,0.0140073,3887.1
720,3.176,0.0344074,3887.1
721,3.138,0.00359273,3887.1
722,3.13,0.0115926,3887.1
723,3.118,0.0235927,3887.1
724,3.1656,0.0240073,3887.1
725,3.146,0.00440717,3887.1
726,3.1624,0.0208073,3887.1
727,3.1244,0.0171928,3887.1
728,3.1244,0.0171928,3887.1
729,3.1188,0.0227928,3887.1
730,3.1124,0.0291927,3887.1
731,3.1412,0.000392675,3887.1
732,3.126,0.0155928,3887.1
733,3.1328,0.00879264,3887.1
734,3.1504,0.00880718,3887.1
735,3.1556,0.0140073,3887.1
736,3.1624,0.0208073,3887.1
737,3.1528,0.0112073,3887.1
738,3.144,0.00240731,3887.1
739,3.1468,0.0052073,3887.1
740,3.1336,0.00799274,3887.1
741,3.1644,0.0228074,3887.1
742,3.1636,0.0220072,3887.1
743,3.1464,0.00480723,3887.1
744,3.0952,0.0463927,3887.1
745,3.158,0.0164073,3887.1
746,3.1484,0.00680733,3887.1
747,3.1624,0.0208073,3887.1
748,3.138,0.00359273,3887.1
749,3.146,0.00440717,3887.1
750,3.1616,0.0200074,3887.1
751,3.1332,0.00839281,3887.1
752,3.1508,0.00920725,3887.1
753,3.1308,0.0107927,3887.1
754,3.1508,0.00920725,3887.1
755,3.1276,0.0139928,3887.1
756,3.1052,0.0363927,3887.1
757,3.146,0.00440717,3887.1
758,3.1444,0.00280714,3887.1
759,3.1348,0.00679278,3887.1
760,3.1388,0.00279284,3887.1
761,3.1556,0.0140073,3887.1
762,3.1568,0.0152073,3887.1
763,3.1172,0.0243928,3887.1
764,3.1224,0.0191927,3887.1
765,3.1492,0.00760722,3887.1
766,3.1036,0.0379927,3887.1
767,3.1408,0.000792742,3887.1
768,3.1308,0.0107927,4431.87
769,3.1616,0.0200074,4431.87
770,3.1424,0.000807285,4431.87
771,3.1272,0.0143929,4431.87
772,3.1272,0.0143929,4431.87
773,3.1596,0.0180073,4431.87
774,3.134,0.00759268,4431.87
775,3.1548,0.0132072,4431.87
776,3.142,0.000407219,4431.87
777,3.136,0.00559282,4431.87
778,3.1392,0.00239277,4431.87
779,3.1316,0.00999284,4431.87
780,3.1332,0.00839281,4431.87
781,3.154,0.0124073,4431.87
782,3.1272,0.0143929,4431.87
783,3.1536,0.0120072,4431.87
784,3.1628,0.0212073,4431.87
