thread_id,estimate,error,time_us
0,4.0405,0.0405002,4089.86
1,4.0385,0.0384998,4089.86
2,4.0105,0.0105,4089.86
3,4.001,0.000999928,4089.86
4,3.9815,0.0185001,4089.86
5,3.9575,0.0425,4089.86
6,3.9305,0.0695,4089.86
7,4.0595,0.0595002,4089.86
